Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,"Eastern and Western Europe (i.e., the EU28)",GDP|MER,billion US$2010/yr,17314.86239,19475.67542,21636.48845,24226.49535,26816.50224,29872.64613,32928.79001,36629.47242,40330.15482,,49336.74567,,58147.26653,,67055.49006,,75266.72359
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,"Eastern and Western Europe (i.e., the EU28)",Price|Secondary Energy|Electricity,US$2010/GJ,5.388840455,6.198723541,6.636780631,7.617952142,8.125932488,8.239839416,8.796000018,9.050860979,10.34255695,,10.09906618,,10.26785918,,10.50359904,,11.71250354
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,North America; primarily the United States of America and Canada,GDP|MER,billion US$2010/yr,19964.13338,22943.12317,25922.11297,28704.86662,31487.62027,34136.11584,36784.61141,39559.27856,42333.94571,,47933.46064,,52650.32833,,56881.67358,,60876.18402
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,North America; primarily the United States of America and Canada,Price|Secondary Energy|Electricity,US$2010/GJ,7.603340099,6.559330667,8.716408348,8.198654653,8.381247939,8.633037946,10.17642588,9.902725329,10.71722158,,9.012405488,,8.994552835,,9.405547322,,9.766241813
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Other countries of Asia,GDP|MER,billion US$2010/yr,5361.683148,7029.828814,8697.97448,10811.9855,12925.99651,15390.3303,17854.66409,20313.90228,22773.14047,,28353.93459,,34597.15723,,41435.34702,,48263.01329
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Other countries of Asia,Price|Secondary Energy|Electricity,US$2010/GJ,9.994394026,8.318168017,9.330342557,9.546197429,8.806051408,9.149052365,9.256262564,9.45487576,11.58060908,,10.30862455,,11.22064397,,10.76283934,,11.87938108
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Pacific OECD,GDP|MER,billion US$2010/yr,5389.376648,5903.035686,6416.694724,6876.019115,7335.343506,7857.919851,8380.496196,9021.213012,9661.929828,,11286.20899,,12926.21806,,14223.60315,,15258.78618
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Pacific OECD,Price|Secondary Energy|Electricity,US$2010/GJ,9.994394026,8.391862264,8.650704032,9.35700719,9.042381268,9.425226781,9.812752674,9.741813459,11.10214274,,9.472050289,,9.544223489,,9.745506925,,10.04514252
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,GDP|MER,billion US$2010/yr,3129.3655,4080.36029,5031.35508,5998.96597,6966.57686,7764.70353,8562.8302,9446.80672,10330.78324,,12588.35736,,14809.37606,,17230.8957,,19779.80544
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Price|Secondary Energy|Electricity,US$2010/GJ,7.827422291,7.409964725,7.641434235,8.341161801,6.449726828,7.078051839,7.050264242,7.261727298,8.557426373,,7.920556624,,8.476779936,,9.527617961,,10.8712198
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,World,GDP|MER,billion US$2010/yr,79021.62981,100141.5236,121261.4173,144047.8501,166834.2826,192412.7724,217991.2605,247455.2514,276919.234,,349110.3532,,431808.2522,,527375.4422,,635417.5848
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,World,Price|Secondary Energy|Electricity,US$2010/GJ,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of Latin America and the Caribbean,GDP|MER,billion US$2010/yr,5231.209153,6249.79613,7634.491516,9260.301682,10886.68609,12831.54039,14779.93798,17105.70692,19435.22973,,24913.93083,,31465.95253,,39391.93477,,48150.19252
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of Latin America and the Caribbean,Price|Secondary Energy|Electricity,US$2010/GJ,6.039720015,5.672036525,6.223550725,7.005555512,7.438604903,7.63597225,8.106804116,8.904246803,9.248865657,,9.692547228,,10.19853313,,11.05101966,,11.55648127
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of South Asia; primarily India,GDP|MER,billion US$2010/yr,2979.085435,4790.670581,6562.090208,9806.314258,13050.3571,18220.53737,23390.66421,30447.89893,37503.92539,,54920.66697,,74835.29674,,97162.33567,,122727.5958
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of South Asia; primarily India,Price|Secondary Energy|Electricity,US$2010/GJ,9.629253147,8.751781013,8.421393879,8.663516542,9.262098038,9.815202167,10.5769913,10.99298507,11.46061915,,12.10726295,,12.93833399,,13.82537247,,14.15284308
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of Sub-Saharan Africa,GDP|MER,billion US$2010/yr,1039.276474,1344.369205,1744.154331,2424.128027,3106.560956,4444.378031,5788.32716,8529.849492,11278.99988,,21523.14128,,37869.07287,,61046.57716,,92690.54525
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of Sub-Saharan Africa,Price|Secondary Energy|Electricity,US$2010/GJ,4.663707706,4.951685437,5.570716666,6.658663464,7.71574657,8.532077293,8.923042032,9.954145529,10.50966907,,11.51963813,,12.01196778,,13.42398569,,13.88115525
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of centrally-planned Asia; primarily China,GDP|MER,billion US$2010/yr,14973.90244,22908.11691,30962.61795,37550.4822,44138.90941,49635.64365,55133.47734,59217.82014,63305.92279,,70659.12717,,77114.80406,,83256.38209,,87505.29769
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Countries of centrally-planned Asia; primarily China,Price|Secondary Energy|Electricity,US$2010/GJ,9.629253147,8.656026779,7.999858586,8.383573813,8.386585317,9.124902666,9.655661276,10.56636674,10.84107973,,10.89655779,,10.80147961,,11.26010454,,11.66361969
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",GDP|MER,billion US$2010/yr,3844.405981,4715.239952,5872.536068,7413.511982,8952.175855,10777.64921,12593.01739,14801.5293,16997.64218,,22486.39442,,28901.45689,,36495.02502,,45561.01821
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Price|Secondary Energy|Electricity,US$2010/GJ,6.147874425,6.237757093,6.381349716,6.399571819,6.480444933,6.772195242,7.154188268,8.107055855,8.81596072,,9.83671888,,10.68069944,,11.71357817,,12.26809984
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,"Eastern and Western Europe (i.e., the EU28)",GDP|MER,billion US$2010/yr,18650.88318,21029.1024,23342.12741,26113.77291,28880.71313,32141.76301,35400.27681,39354.37391,43310.27615,,52933.19824,,62338.53919,,71847.9214,,80621.62504
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,"Eastern and Western Europe (i.e., the EU28)",Price|Secondary Energy|Electricity,US$2010/GJ,10.95194325,7.795974575,6.556506702,7.245251408,8.087432207,8.595850822,9.075698786,9.85028976,10.35283616,,10.91116602,,11.33505497,,12.12605718,,12.5917992
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,North America; primarily the United States of America and Canada,GDP|MER,billion US$2010/yr,20975.18495,23545.89089,26614.75211,29481.98501,32349.35881,35075.51389,37802.10428,40656.67014,43509.83694,,49259.67491,,54089.76204,,58432.66564,,62536.31934
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,North America; primarily the United States of America and Canada,Price|Secondary Energy|Electricity,US$2010/GJ,6.429283858,6.852408735,7.346436755,7.99808072,8.683647547,9.535132255,10.26815168,11.04900621,11.04282219,,11.26427878,,11.05577655,,11.41231681,,11.47600576
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Other countries of Asia,GDP|MER,billion US$2010/yr,5414.82015,6774.808608,8378.647126,10411.54021,12448.72119,14828.23932,17215.89368,19616.59481,22022.47936,,27468.2576,,33585.48042,,40309.11945,,47071.92817
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Other countries of Asia,Price|Secondary Energy|Electricity,US$2010/GJ,7.796948556,7.718629287,8.187674448,8.844915035,9.137445177,9.402757276,10.05915216,10.84542358,11.5312536,,12.37074602,,12.91542207,,13.60282075,,13.88167323
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Pacific OECD,GDP|MER,billion US$2010/yr,5841.905921,6328.250024,6874.03642,7359.888194,7844.644037,8396.216346,8947.668474,9625.324693,10301.90135,,12018.59924,,13749.64683,,15116.84535,,16207.61011
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Pacific OECD,Price|Secondary Energy|Electricity,US$2010/GJ,8.200614901,8.253555308,8.523815419,8.915504267,9.237518375,9.603375655,10.13646842,10.87510579,10.90736373,,10.85039334,,10.62746107,,11.78420036,,12.43423193
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,GDP|MER,billion US$2010/yr,3025.32902,3638.614664,4484.622148,5343.635967,6204.302981,6915.368769,7629.349574,8421.503171,9213.988841,,11239.43668,,13238.91828,,15422.35624,,17729.05214
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Price|Secondary Energy|Electricity,US$2010/GJ,7.796948556,7.130652027,7.081945351,7.298172076,7.301099128,7.331027335,7.743042852,8.36133663,8.882717514,,9.528216201,,10.30688965,,11.34484229,,11.99502509
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,World,GDP|MER,billion US$2010/yr,81976.0027,101324.8594,122470.0753,145165.5605,167862.4295,193266.85,218680.7169,247777.2716,276880.2026,,347422.4273,,427188.9298,,518481.1628,,620801.1843
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,World,Price|Secondary Energy|Electricity,US$2010/GJ,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of Latin America and the Caribbean,GDP|MER,billion US$2010/yr,5427.625,6356.1671,7369.6045,8460.7523,9611.7903,10844.9737,12156.4519,13482.246,14811.3838,,17987.8511,,21459.9206,,24748.9547,,28492.7015
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of Latin America and the Caribbean,Price|Secondary Energy|Electricity,US$2010/GJ,17.4437,15.8178,18.5657,19.2493,20.2852,18.7698,19.6123,16.4432,19.9944,,17.1457,,20.8769,,12.6968,,19.2945
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of South Asia; primarily India,GDP|MER,billion US$2010/yr,2603.2824,3476.7058,4504.3986,5702.6996,7067.4539,8596.2977,10289.7337,12066.0505,13894.8146,,18070.1431,,22548.8216,,26485.6207,,30666.5598
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of South Asia; primarily India,Price|Secondary Energy|Electricity,US$2010/GJ,18.8306,17.7411,18.001,19.4933,19.5566,21.142,19.0029,20.3661,18.9474,,20.1614,,19.4976,,19.2934,,17.8458
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of Sub-Saharan Africa,GDP|MER,billion US$2010/yr,1119.4586,1504.4739,2020.5952,2676.5727,3536.359,4665.2874,6130.067,8006.9318,10274.4674,,16769.4298,,25937.114,,37767.7879,,52159.5697
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of Sub-Saharan Africa,Price|Secondary Energy|Electricity,US$2010/GJ,17.3103,17.8286,17.8131,16.9764,18.1773,18.5697,20.4585,18.1514,19.966,,17.9704,,20.0788,,13.7601,,19.0378
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of centrally-planned Asia; primarily China,GDP|MER,billion US$2010/yr,10004.4521,13246.1783,16327.6557,19051.0053,21409.4751,23479.2403,25115.0723,26152.9648,26846.4426,,28317.3,,29386.7643,,29127.1772,,29584.5469
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Countries of centrally-planned Asia; primarily China,Price|Secondary Energy|Electricity,US$2010/GJ,21.9438,19.7437,19.2133,20.8644,20.2878,21.3084,19.1621,20.3976,19.4967,,20.5991,,19.3843,,17.19,,14.8734
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",GDP|MER,billion US$2010/yr,3526.7406,4324.3983,5241.9776,6254.0354,7314.4812,8417.9894,9554.6249,10715.9536,11899.146,,14788.4933,,17910.6847,,20859.4539,,24349.8881
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Price|Secondary Energy|Electricity,US$2010/GJ,14.4711,13.7041,13.6942,15.0279,14.8414,16.2114,14.2996,16.3702,16.6174,,17.2714,,17.9434,,15.815,,12.6782
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,"Eastern and Western Europe (i.e., the EU28)",GDP|MER,billion US$2010/yr,18984.9622,20613.9843,22340.1463,24202.6932,26203.3521,28303.3398,30404.7804,32455.482,34572.0366,,39940.65,,45430.4518,,50275.2568,,55990.0764
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,"Eastern and Western Europe (i.e., the EU28)",Price|Secondary Energy|Electricity,US$2010/GJ,19.1259,19.5819,17.7481,20.0376,20.3918,20.9366,19.0018,17.6308,18.026,,18.473,,18.4266,,14.8077,,14.5872
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,North America; primarily the United States of America and Canada,GDP|MER,billion US$2010/yr,18881.0919,21207.8969,23304.6482,25244.6875,27067.3518,28827.6357,30447.124,31918.0311,33359.7882,,36997.5652,,40544.9115,,43110.2426,,46341.6172
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,North America; primarily the United States of America and Canada,Price|Secondary Energy|Electricity,US$2010/GJ,17.7736,18.2892,18.2528,18.71,18.3435,18.2824,17.6903,17.0737,17.2199,,16.3107,,17.6185,,13.385,,13.4902
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Other countries of Asia,GDP|MER,billion US$2010/yr,5291.1664,6520.3369,7898.3366,9429.7605,11097.1807,12883.7144,14781.5104,16754.4568,18774.2836,,23870.82,,29634.5397,,35184.3665,,41656.1084
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Other countries of Asia,Price|Secondary Energy|Electricity,US$2010/GJ,19.7276,18.8977,19.3652,20.008,20.2705,20.6853,20.4287,19.7041,20.1893,,20.0549,,20.7434,,16.6309,,18.4148
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Pacific OECD,GDP|MER,billion US$2010/yr,5616.6054,5906.3349,6189.3834,6416.7014,6594.4496,6771.8805,6936.9537,7092.6888,7255.3302,,7730.0106,,8188.0065,,8463.7209,,8929.1299
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Pacific OECD,Price|Secondary Energy|Electricity,US$2010/GJ,22.0779,15.0488,23.3982,16.8371,23.0854,19.3722,24.0077,18.7997,24.0292,,22.8756,,27.5851,,16.8611,,27.0353
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,GDP|MER,billion US$2010/yr,1475.9636,1715.7939,1976.9619,2242.8032,2481.0121,2674.2979,2831.1618,2976.8743,3149.28,,3604.0462,,4022.0194,,4320.8004,,4703.0804
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Price|Secondary Energy|Electricity,US$2010/GJ,13.5637,12.3776,13.6868,13.1542,13.98,12.7969,14.0522,12.2596,16.62,,15.7474,,19.8699,,12.5962,,18.2094
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,GDP|MER,billion US$2010/yr,79178.7553,92055.5388,105347.7413,118900.2057,132693.389,146909.5121,161252.0819,175380.5973,189777.0255,,225837.7287,,265724.0786,,303503.2768,,348816.2434
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NoPolicy,World,Price|Secondary Energy|Electricity,US$2010/GJ,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of Latin America and the Caribbean,GDP|MER,billion US$2010/yr,5426.336,6352.4202,7362.1905,8458.7822,9603.4511,10816.3278,12116.0979,13439.4452,14758.2624,,17894.8529,,21342.4802,,24624.2554,,28367.8322
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of Latin America and the Caribbean,Price|Secondary Energy|Electricity,US$2010/GJ,17.7869,15.8983,18.7789,19.3984,20.4261,18.6198,20.144,16.638,20.122,,16.7293,,21.0005,,12.2992,,20.049
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of South Asia; primarily India,GDP|MER,billion US$2010/yr,2605.1445,3474.8748,4469.8587,5660.3346,7032.8516,8531.6654,10177.2799,11908.9652,13681.0312,,17801.0258,,22260.7379,,26176.6854,,30336.2702
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of South Asia; primarily India,Price|Secondary Energy|Electricity,US$2010/GJ,18.7378,18.1965,17.7046,19.9792,20.4745,21.5263,18.9942,19.3409,18.8504,,19.9798,,19.6359,,18.6365,,18.3444
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of Sub-Saharan Africa,GDP|MER,billion US$2010/yr,1114.5084,1497.0527,2010.5832,2665.6028,3523.3803,4651.8861,6109.9334,7952.8986,10201.8302,,16682.5144,,25775.9483,,37544.1189,,51887.8008
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of Sub-Saharan Africa,Price|Secondary Energy|Electricity,US$2010/GJ,17.785,17.5566,18.1481,16.8734,18.7617,18.5436,21.3991,17.6768,20.1562,,18.0541,,20.2037,,13.6489,,19.3645
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of centrally-planned Asia; primarily China,GDP|MER,billion US$2010/yr,10131.3313,13304.9143,16388.0902,19065.1224,21353.7359,23372.8201,24965.3653,25972.4993,26645.0852,,28073.2021,,29126.4109,,28884.638,,29355.1776
REMIND-MAgPIE 1.7-3.0,CO_BAU,Countries of centrally-planned Asia; primarily China,Price|Secondary Energy|Electricity,US$2010/GJ,21.8432,19.613,19.7845,21.22,20.8685,21.1783,19.4253,19.7543,19.611,,20.1739,,19.7896,,16.2642,,15.9418
REMIND-MAgPIE 1.7-3.0,CO_BAU,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",GDP|MER,billion US$2010/yr,3531.8048,4327.3257,5240.4482,6252.6334,7310.0149,8406.7081,9534.547,10685.7821,11834.5466,,14672.7413,,17796.8087,,20720.3593,,24193.6764
REMIND-MAgPIE 1.7-3.0,CO_BAU,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Price|Secondary Energy|Electricity,US$2010/GJ,14.6212,13.4831,13.579,15.022,14.6177,16.1566,13.9297,16.7144,16.5095,,17.3054,,18.1296,,15.7015,,12.8502
REMIND-MAgPIE 1.7-3.0,CO_BAU,"Eastern and Western Europe (i.e., the EU28)",GDP|MER,billion US$2010/yr,18960.8497,20639.3928,22350.8574,24155.775,26156.7583,28282.0788,30387.749,32428.9001,34536.4598,,39882.6151,,45346.9911,,50184.57,,55900.5788
REMIND-MAgPIE 1.7-3.0,CO_BAU,"Eastern and Western Europe (i.e., the EU28)",Price|Secondary Energy|Electricity,US$2010/GJ,18.4571,21.5901,14.8675,21.2101,20.189,20.7831,18.622,17.9348,17.8755,,18.4458,,18.2427,,15.1481,,13.9299
REMIND-MAgPIE 1.7-3.0,CO_BAU,North America; primarily the United States of America and Canada,GDP|MER,billion US$2010/yr,18841.2826,21176.0166,23315.9979,25304.7299,27094.5249,28802.8232,30408.4997,31889.6455,33343.5628,,36956.0049,,40459.8036,,43047.5481,,46292.1227
REMIND-MAgPIE 1.7-3.0,CO_BAU,North America; primarily the United States of America and Canada,Price|Secondary Energy|Electricity,US$2010/GJ,17.941,17.6851,18.4962,19.2825,18.0657,17.8894,17.0948,17.3564,16.9927,,16.3348,,17.3943,,13.7978,,13.1653
REMIND-MAgPIE 1.7-3.0,CO_BAU,Other countries of Asia,GDP|MER,billion US$2010/yr,5286.2701,6495.3532,7885.6122,9434.1928,11093.8816,12862.8078,14742.3792,16695.2949,18688.2957,,23716.783,,29436.1991,,34966.0274,,41434.2442
REMIND-MAgPIE 1.7-3.0,CO_BAU,Other countries of Asia,Price|Secondary Energy|Electricity,US$2010/GJ,20.0014,19.0557,19.9466,20.3187,20.4569,21.0847,20.5302,19.7527,19.8329,,19.8918,,20.6551,,16.653,,18.2264
REMIND-MAgPIE 1.7-3.0,CO_BAU,Pacific OECD,GDP|MER,billion US$2010/yr,5622.8096,5917.9261,6186.1514,6407.4741,6592.0536,6776.1884,6942.4813,7095.9006,7255.0606,,7722.6724,,8174.6471,,8451.5206,,8920.9392
REMIND-MAgPIE 1.7-3.0,CO_BAU,Pacific OECD,Price|Secondary Energy|Electricity,US$2010/GJ,19.2157,17.5858,20.4251,19.6414,21.7408,19.7228,24.0513,18.351,23.544,,22.2024,,27.7441,,16.727,,26.9944
REMIND-MAgPIE 1.7-3.0,CO_BAU,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,GDP|MER,billion US$2010/yr,1479.3647,1718.899,1976.9897,2241.9109,2480.4743,2675.0052,2833.1174,2980.4254,3153.6716,,3606.617,,4017.1225,,4306.7034,,4689.234
REMIND-MAgPIE 1.7-3.0,CO_BAU,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Price|Secondary Energy|Electricity,US$2010/GJ,13.914,12.3234,13.8084,13.1676,13.9229,12.6784,13.7272,12.2225,16.6095,,15.7949,,19.4251,,12.611,,18.0997
REMIND-MAgPIE 1.7-3.0,CO_BAU,World,GDP|MER,billion US$2010/yr,79249.8584,92099.3604,105358.5627,118846.3689,132536.3898,146610.7645,160798.1583,174773.8355,188994.9763,,224717.2805,,264340.1202,,302007.7149,,347253.0264
REMIND-MAgPIE 1.7-3.0,CO_BAU,World,Price|Secondary Energy|Electricity,US$2010/GJ,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of Latin America and the Caribbean,GDP|MER,billion US$2010/yr,5426.336,6352.4202,7362.1905,8458.7822,9603.4511,10816.3278,12116.0979,13439.4452,14758.2624,,17894.8529,,21342.4802,,24624.2554,,28367.8322
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of Latin America and the Caribbean,Price|Secondary Energy|Electricity,US$2010/GJ,17.7869,15.8983,18.7789,19.3984,20.4261,18.6198,20.144,16.638,20.122,,16.7293,,21.0005,,12.2992,,20.049
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of South Asia; primarily India,GDP|MER,billion US$2010/yr,2605.1445,3474.8748,4469.8587,5660.3346,7032.8516,8531.6654,10177.2799,11908.9652,13681.0312,,17801.0258,,22260.7379,,26176.6854,,30336.2702
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of South Asia; primarily India,Price|Secondary Energy|Electricity,US$2010/GJ,18.7378,18.1965,17.7046,19.9792,20.4745,21.5263,18.9942,19.3409,18.8504,,19.9798,,19.6359,,18.6365,,18.3444
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of Sub-Saharan Africa,GDP|MER,billion US$2010/yr,1114.5084,1497.0527,2010.5832,2665.6028,3523.3803,4651.8861,6109.9334,7952.8986,10201.8302,,16682.5144,,25775.9483,,37544.1189,,51887.8008
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of Sub-Saharan Africa,Price|Secondary Energy|Electricity,US$2010/GJ,17.785,17.5566,18.1481,16.8734,18.7617,18.5436,21.3991,17.6768,20.1562,,18.0541,,20.2037,,13.6489,,19.3645
REMIND-MAgPIE 1.7-3.0,PEP_NoPolicy,Countries of centrally-planned Asia; primarily China,GDP|MER,billion US$2010/yr,10131.3313,13304.9143,16388.0902,19065.1224,21353.7359,23372.8201,24965.3653,25972.4993,26645.0852,,28073.2021,,29126.4109,,28884.638,,29355.1776
