model,scenario,flexibility_score,region
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,31.71431606016166,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,31.988764118122695,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,32.098475458869565,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,33.949011852823446,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,34.01641082974689,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,32.33869811535287,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,34.10568182266595,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,34.1087075293776,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,32.34311957675938,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,31.918356625649157,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,32.088230689887084,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,33.18807714985896,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,32.355810571136786,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,33.15224002226025,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,32.52036151323776,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,33.16699801391152,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,33.967044865970166,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,32.731357867599236,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,34.14655404642288,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,34.515017924233284,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,34.19228138501403,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,34.24533634612507,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,34.95226305889089,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,34.107394884703126,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,32.06047973868169,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,35.16787122628868,Countries of Latin America and the Caribbean
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,36.57882615955855,Countries of Latin America and the Caribbean
WITCH 5.0,EN_INDCi2030_500f,34.82192272428429,Countries of Latin America and the Caribbean
WITCH 5.0,EN_NPi2020_400f,35.19074793607476,Countries of Latin America and the Caribbean
WITCH 5.0,EN_NPi2020_450,35.2944891862964,Countries of Latin America and the Caribbean
WITCH 5.0,EN_NPi2020_450f,35.238732607194635,Countries of Latin America and the Caribbean
WITCH 5.0,EN_NPi2020_500,35.278275654048755,Countries of Latin America and the Caribbean
WITCH 5.0,EN_NPi2020_500f,35.291807559886195,Countries of Latin America and the Caribbean
AIM/CGE 2.2,EN_NPi2020_300f,35.01704189899792,Countries of South Asia; primarily India
AIM/CGE 2.2,EN_NPi2020_400f,35.08265560696094,Countries of South Asia; primarily India
AIM/CGE 2.2,EN_NPi2020_500f,35.305212241676145,Countries of South Asia; primarily India
AIM/CGE 2.2,EN_NPi2020_600,35.1407306565566,Countries of South Asia; primarily India
AIM/CGE 2.2,EN_NPi2020_600f,35.55834713436505,Countries of South Asia; primarily India
GCAM 5.3,NGFS2_Divergent Net Zero Policies,35.43483231836176,Countries of South Asia; primarily India
GCAM 5.3,NGFS2_Net-Zero 2050,35.518270051797835,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_D,37.099642270257114,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_D_LB,36.5067115169474,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_LI,36.85310996976436,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_LIRE,38.14173286988503,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,37.32835278596216,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_RE,36.60457896010843,Countries of South Asia; primarily India
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,36.33036648928411,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA1_19I_D_LB,38.93174092403895,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,37.53937443340624,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,38.204720352779965,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA2_19I_D,38.87628317676368,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA2_19I_LI,38.75570784300584,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA2_19I_LIRE,38.13325856092477,Countries of South Asia; primarily India
IMAGE 3.2,SSP2_SPA2_19I_RE,38.11501736201814,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,35.845204059300485,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,35.909722421418344,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,35.97114208424078,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,36.33682569402703,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,36.341318027596685,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,35.994497238681674,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,37.22373320491736,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,37.09007409669516,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,37.222227703937705,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,35.87907523953848,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,37.333261627051556,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,35.97809858483654,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,37.410166287741234,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,36.11712676612307,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,36.3158433548449,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,34.664944055535514,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,36.514536236760044,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,36.815948127587085,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,36.66941778559866,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,36.572648258914604,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,37.46310945210655,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,37.08625159589648,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,33.727138241084056,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,36.7356898448244,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,36.84499621055411,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,36.87700724331563,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,37.37439868323441,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,36.49790837017186,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,36.66250890010559,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,37.437959823482615,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,37.458316870229396,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,36.1361289092036,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,36.324122763857076,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,39.43553150529264,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,39.283716710490694,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,34.82526609738207,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,35.28693275998279,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,34.65726442412271,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,35.55803894684146,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,35.57465245827277,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,35.3382462523235,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,35.35533669322827,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,35.53018386562157,Countries of South Asia; primarily India
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,39.117830025042224,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,34.9727938048142,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,34.55509170880031,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,34.98974627453924,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,34.65030074573292,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,35.02329666967914,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,34.92958134151446,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,CO_Bridge,34.89130015775213,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,34.45140522282707,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,34.56194881194725,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,34.41304531971094,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,34.5185696972307,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,33.29682496227839,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,34.92958134151446,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,35.02329666967914,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,34.88636027753677,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,34.969464465367864,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,34.010945032699304,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,34.40483635107162,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,34.112160038613204,Countries of South Asia; primarily India
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,34.363420167810204,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,32.62695911193422,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,31.466727523513256,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,34.11087481593714,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,33.66836076384821,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,32.654286727313085,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,32.66146285165132,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,32.68612299859625,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,32.752992051581934,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,32.76185189131253,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,32.74673402896781,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,32.812505888610985,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,32.820929257697756,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,32.7387883435284,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,32.270028291661085,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,32.318615953957995,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,32.098156752684055,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,32.40908298233701,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,32.24169651353936,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,32.49101885967107,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,32.36111666269056,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,32.676725490054174,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,32.60226144230302,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,32.703840700636334,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,31.609879248204667,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,32.791307245654316,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,32.36941238884102,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,31.285655555813122,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,32.52058173393312,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,30.633331041713312,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,33.79485634840138,Countries of South Asia; primarily India
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,33.10442646251653,Countries of South Asia; primarily India
WITCH 5.0,EN_INDCi2030_500f,34.58258835822284,Countries of South Asia; primarily India
WITCH 5.0,EN_NPi2020_400f,34.53719855065461,Countries of South Asia; primarily India
WITCH 5.0,EN_NPi2020_450,34.86880554812487,Countries of South Asia; primarily India
WITCH 5.0,EN_NPi2020_450f,34.6880365639517,Countries of South Asia; primarily India
WITCH 5.0,EN_NPi2020_500,34.67774912218276,Countries of South Asia; primarily India
WITCH 5.0,EN_NPi2020_500f,34.78832310593708,Countries of South Asia; primarily India
AIM/CGE 2.2,EN_NPi2020_300f,35.84604435801969,Countries of Sub-Saharan Africa
AIM/CGE 2.2,EN_NPi2020_400f,35.91886678924993,Countries of Sub-Saharan Africa
AIM/CGE 2.2,EN_NPi2020_500f,36.0694302097472,Countries of Sub-Saharan Africa
AIM/CGE 2.2,EN_NPi2020_600,36.27351667605775,Countries of Sub-Saharan Africa
AIM/CGE 2.2,EN_NPi2020_600f,36.23760778045491,Countries of Sub-Saharan Africa
