,model,scenario,total_CDR,total_CDR_gdp,total_CDR_land,region
31,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.0,0.0,0.0,Countries of Latin America and the Caribbean
32,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.0,0.0,0.0,Countries of Latin America and the Caribbean
33,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.0,0.0,0.0,Countries of Latin America and the Caribbean
34,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
35,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.0,0.0,0.0,Countries of Latin America and the Caribbean
36,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,51392.22517480001,0.15328695509164786,25.552575858484072,Countries of Latin America and the Caribbean
37,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,51392.22517480001,0.15328695509164786,25.552575858484072,Countries of Latin America and the Caribbean
38,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,53348.048907950004,0.15912056802410574,26.52502517620002,Countries of Latin America and the Caribbean
39,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,54828.33516725001,0.16353579960688616,27.261033916907017,Countries of Latin America and the Caribbean
40,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,52894.25861079998,0.15776705329724233,26.299397448419597,Countries of Latin America and the Caribbean
41,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,54935.380539900005,0.16385508252067763,27.314257629163787,Countries of Latin America and the Caribbean
42,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,54935.380539900005,0.16385508252067763,27.314257629163787,Countries of Latin America and the Caribbean
43,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,54990.4553684,0.16401935353291033,27.34164122129961,Countries of Latin America and the Caribbean
44,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,55063.153829400006,0.16423619033660974,27.377787407482042,Countries of Latin America and the Caribbean
45,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,56023.063614700004,0.1670993014234347,27.855061304900413,Countries of Latin America and the Caribbean
46,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,51392.22517480001,0.15328695509164786,25.552575858484072,Countries of Latin America and the Caribbean
47,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.0,0.0,0.0,Countries of Latin America and the Caribbean
48,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.0,0.0,0.0,Countries of Latin America and the Caribbean
49,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.0,0.0,0.0,Countries of Latin America and the Caribbean
50,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.0,0.0,0.0,Countries of Latin America and the Caribbean
51,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.0,0.0,0.0,Countries of Latin America and the Caribbean
52,REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.0,0.0,0.0,Countries of Latin America and the Caribbean
53,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.0,0.0,0.0,Countries of Latin America and the Caribbean
54,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.0,0.0,0.0,Countries of Latin America and the Caribbean
55,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.0,0.0,0.0,Countries of Latin America and the Caribbean
56,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.0,0.0,0.0,Countries of Latin America and the Caribbean
57,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.0,0.0,0.0,Countries of Latin America and the Caribbean
58,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.0,0.0,0.0,Countries of Latin America and the Caribbean
59,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.0,0.0,0.0,Countries of Latin America and the Caribbean
60,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.0,0.0,0.0,Countries of Latin America and the Caribbean
61,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.0,0.0,0.0,Countries of Latin America and the Caribbean
62,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.0,0.0,0.0,Countries of Latin America and the Caribbean
63,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
64,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
65,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
66,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.0,0.0,0.0,Countries of Latin America and the Caribbean
67,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.0,0.0,0.0,Countries of Latin America and the Caribbean
68,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
69,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,0.0,0.0,Countries of Latin America and the Caribbean
70,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,0.0,0.0,Countries of Latin America and the Caribbean
71,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.0,0.0,0.0,Countries of Latin America and the Caribbean
72,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
73,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
74,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.0,0.0,0.0,Countries of Latin America and the Caribbean
75,WITCH 5.0,EN_INDCi2030_500f,0.0,0.0,0.0,Countries of Latin America and the Caribbean
76,AIM/CGE 2.2,EN_NPi2020_400f,64790.27877940501,0.3107715945035426,234.34424685144904,Countries of South Asia; primarily India
77,AIM/CGE 2.2,EN_NPi2020_500f,64065.82205291001,0.3050136946126079,231.72391137604586,Countries of South Asia; primarily India
78,AIM/CGE 2.2,EN_NPi2020_600f,57776.653415225,0.27307031715770363,208.97620114102622,Countries of South Asia; primarily India
79,GCAM 5.3,NGFS2_Divergent Net Zero Policies,83054.27282802001,0.3960477548515061,265.1127998621676,Countries of South Asia; primarily India
80,GCAM 5.3,NGFS2_Net-Zero 2050,79383.274236,0.3697102355598228,253.39481496046653,Countries of South Asia; primarily India
81,IMAGE 3.2,SSP1_SPA1_19I_D,0.0,0.0,0.0,Countries of South Asia; primarily India
82,IMAGE 3.2,SSP1_SPA1_19I_LI,0.0,0.0,0.0,Countries of South Asia; primarily India
83,IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.0,0.0,0.0,Countries of South Asia; primarily India
84,IMAGE 3.2,SSP1_SPA1_19I_RE,0.0,0.0,0.0,Countries of South Asia; primarily India
85,IMAGE 3.2,SSP2_SPA2_19I_D,0.0,0.0,0.0,Countries of South Asia; primarily India
86,IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.0,0.0,0.0,Countries of South Asia; primarily India
87,IMAGE 3.2,SSP2_SPA2_19I_RE,0.0,0.0,0.0,Countries of South Asia; primarily India
88,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
89,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
90,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.0,0.0,0.0,Countries of South Asia; primarily India
91,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
92,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
93,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
94,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.0,0.0,0.0,Countries of South Asia; primarily India
95,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.0,0.0,0.0,Countries of South Asia; primarily India
96,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.0,0.0,0.0,Countries of South Asia; primarily India
97,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.0,0.0,0.0,Countries of South Asia; primarily India
98,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.0,0.0,0.0,Countries of South Asia; primarily India
99,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.0,0.0,0.0,Countries of South Asia; primarily India
100,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.0,0.0,0.0,Countries of South Asia; primarily India
101,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.0,0.0,0.0,Countries of South Asia; primarily India
102,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
103,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.0,0.0,0.0,Countries of South Asia; primarily India
104,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.0,0.0,0.0,Countries of South Asia; primarily India
105,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.0,0.0,0.0,Countries of South Asia; primarily India
106,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.0,0.0,0.0,Countries of South Asia; primarily India
107,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.0,0.0,0.0,Countries of South Asia; primarily India
108,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.0,0.0,0.0,Countries of South Asia; primarily India
109,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
110,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.0,0.0,0.0,Countries of South Asia; primarily India
111,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
112,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,51392.22517480001,0.16021852822839067,120.15588463333944,Countries of South Asia; primarily India
113,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,51392.22517480001,0.16021852822839067,120.15588463333944,Countries of South Asia; primarily India
114,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,53348.048907950004,0.1663159442633365,124.72863333305425,Countries of South Asia; primarily India
115,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,54828.33516725001,0.17093083106866885,128.18956744111821,Countries of South Asia; primarily India
116,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,52894.25861079998,0.16490122407556973,123.66766400536646,Countries of South Asia; primarily India
117,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,54935.380539900005,0.17126455184376269,128.439841318206,Countries of South Asia; primarily India
118,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,54935.380539900005,0.17126455184376269,128.439841318206,Countries of South Asia; primarily India
119,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,54990.4553684,0.17143625113351407,128.56860719119433,Countries of South Asia; primarily India
120,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,55063.153829400006,0.17166289322137318,128.73857741262816,Countries of South Asia; primarily India
121,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,56023.063614700004,0.17465547318667338,130.98286259445518,Countries of South Asia; primarily India
122,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,51392.22517480001,0.16021852822839067,120.15588463333944,Countries of South Asia; primarily India
123,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.0,0.0,0.0,Countries of South Asia; primarily India
124,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.0,0.0,0.0,Countries of South Asia; primarily India
125,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.0,0.0,0.0,Countries of South Asia; primarily India
126,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.0,0.0,0.0,Countries of South Asia; primarily India
127,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.0,0.0,0.0,Countries of South Asia; primarily India
128,REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.0,0.0,0.0,Countries of South Asia; primarily India
129,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.0,0.0,0.0,Countries of South Asia; primarily India
130,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.0,0.0,0.0,Countries of South Asia; primarily India
131,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.0,0.0,0.0,Countries of South Asia; primarily India
132,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.0,0.0,0.0,Countries of South Asia; primarily India
133,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.0,0.0,0.0,Countries of South Asia; primarily India
134,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.0,0.0,0.0,Countries of South Asia; primarily India
135,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.0,0.0,0.0,Countries of South Asia; primarily India
136,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.0,0.0,0.0,Countries of South Asia; primarily India
137,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.0,0.0,0.0,Countries of South Asia; primarily India
138,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.0,0.0,0.0,Countries of South Asia; primarily India
139,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.0,0.0,0.0,Countries of South Asia; primarily India
140,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.0,0.0,0.0,Countries of South Asia; primarily India
141,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.0,0.0,0.0,Countries of South Asia; primarily India
142,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
143,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
144,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.0,0.0,0.0,Countries of South Asia; primarily India
145,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.0,0.0,0.0,Countries of South Asia; primarily India
146,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
147,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.0,0.0,0.0,Countries of South Asia; primarily India
148,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.0,0.0,0.0,Countries of South Asia; primarily India
149,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.0,0.0,0.0,Countries of South Asia; primarily India
150,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.0,0.0,0.0,Countries of South Asia; primarily India
151,WITCH 5.0,EN_INDCi2030_500f,0.0,0.0,0.0,Countries of South Asia; primarily India
152,AIM/CGE 2.2,EN_NPi2020_400f,65847.45367940501,0.33165418249840856,19.87759746758521,Countries of Sub-Saharan Africa
153,AIM/CGE 2.2,EN_NPi2020_500f,64516.24485291001,0.32342134986968785,19.475740877546098,Countries of Sub-Saharan Africa
154,AIM/CGE 2.2,EN_NPi2020_600f,57997.755115225,0.2894264674158767,17.507981945922996,Countries of Sub-Saharan Africa
155,GCAM 5.3,NGFS2_Divergent Net Zero Policies,84564.105291425,0.48613303103424776,28.46700797974208,Countries of Sub-Saharan Africa
156,GCAM 5.3,NGFS2_Net-Zero 2050,79846.59099208,0.44726406959180187,26.878930409238666,Countries of Sub-Saharan Africa
157,IMAGE 3.2,SSP1_SPA1_19I_D,31147.069414072794,0.13315553210349215,10.46682932268888,Countries of Sub-Saharan Africa
158,IMAGE 3.2,SSP1_SPA1_19I_LI,22674.75880774902,0.09693591182610609,7.619748337113676,Countries of Sub-Saharan Africa
159,IMAGE 3.2,SSP1_SPA1_19I_LIRE,28260.874847260526,0.15376592604195752,9.49693692217794,Countries of Sub-Saharan Africa
160,IMAGE 3.2,SSP1_SPA1_19I_RE,31812.624534322786,0.1360008189265616,10.690486057641635,Countries of Sub-Saharan Africa
161,IMAGE 3.2,SSP2_SPA2_19I_D,33703.94895882597,0.18338140453663676,11.326169634052992,Countries of Sub-Saharan Africa
162,IMAGE 3.2,SSP2_SPA2_19I_LIRE,21576.762963232235,0.11739802663436744,7.250844041268477,Countries of Sub-Saharan Africa
163,IMAGE 3.2,SSP2_SPA2_19I_RE,32247.23165459177,0.17545548269318653,10.836641617120236,Countries of Sub-Saharan Africa
164,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,5366.53642264492,0.07455982172667036,2.286107645245412,Countries of Sub-Saharan Africa
165,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,5335.377520565401,0.07405199852425347,2.272834167036848,Countries of Sub-Saharan Africa
166,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,5230.252574212824,0.05473098856334153,2.2280516621518456,Countries of Sub-Saharan Africa
167,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,5219.941456001887,0.07096317316889016,2.2236591966365484,Countries of Sub-Saharan Africa
168,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,5211.986142307453,0.07075519490389998,2.2202702876597216,Countries of Sub-Saharan Africa
169,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,5203.513539601731,0.05434910873247916,2.2166610171181214,Countries of Sub-Saharan Africa
170,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,8304.81378543717,0.08707800439450505,3.5377936143532636,Countries of Sub-Saharan Africa
171,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,8252.692918668212,0.08569617134664416,3.515590483206227,Countries of Sub-Saharan Africa
172,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,8182.21654363372,0.08435919737314522,3.485568031649637,Countries of Sub-Saharan Africa
173,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,8147.55142908245,0.08375098874713231,3.470800931017548,Countries of Sub-Saharan Africa
174,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,7999.276628450954,0.08202764765771225,3.4076368846709033,Countries of Sub-Saharan Africa
175,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,8093.907777759829,0.08516691118149138,3.447949104112946,Countries of Sub-Saharan Africa
176,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,8405.821117567715,0.0902253696646862,3.580822043869759,Countries of Sub-Saharan Africa
177,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,7822.348270689954,0.0800072767637378,3.3322666198514224,Countries of Sub-Saharan Africa
178,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,7817.837617389641,0.10450309969027063,3.330345112535943,Countries of Sub-Saharan Africa
179,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,7446.044009051214,0.07639076672019059,3.1719635897926484,Countries of Sub-Saharan Africa
180,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,8058.527430104446,0.08289528839452781,3.432877319092516,Countries of Sub-Saharan Africa
181,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,8052.2021286105755,0.08249486255045148,3.4301827841141264,Countries of Sub-Saharan Africa
182,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,8007.484556392,0.08198783845310667,3.4111334055812,Countries of Sub-Saharan Africa
183,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,7933.606413017803,0.08119465236739447,3.379661824083753,Countries of Sub-Saharan Africa
184,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,7975.112462402988,0.08271055690729177,3.3973431159544303,Countries of Sub-Saharan Africa
185,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,7882.141756844059,0.10658052690607758,3.3577382341417814,Countries of Sub-Saharan Africa
186,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,7818.936879172111,0.07960936968386341,3.3308133905027946,Countries of Sub-Saharan Africa
187,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,7242.888483046488,0.09660647627014034,3.0854207314951623,Countries of Sub-Saharan Africa
188,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,55712.17142735212,0.5522981950649154,23.733001139805488,Countries of Sub-Saharan Africa
189,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,55712.17158998714,0.5522981966771848,23.733001209086886,Countries of Sub-Saharan Africa
190,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,57706.94815432509,0.572073285626569,24.58276228036057,Countries of Sub-Saharan Africa
191,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,59287.63196179314,0.5877432700599285,25.25612269054005,Countries of Sub-Saharan Africa
192,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,57214.20492588651,0.5671885144390638,24.372857060324165,Countries of Sub-Saharan Africa
193,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,59610.49339104499,0.5909439314107984,25.393659434704208,Countries of Sub-Saharan Africa
194,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,59613.75046357217,0.5909762201427751,25.39504692515772,Countries of Sub-Saharan Africa
195,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,59703.04668922842,0.591861451242999,25.433086501985983,Countries of Sub-Saharan Africa
196,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,59750.5947017346,0.5923328147201783,25.453341627681024,Countries of Sub-Saharan Africa
197,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,60686.89270556979,0.6016147312399562,25.85219812569411,Countries of Sub-Saharan Africa
198,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,55712.17151496244,0.5522981959334334,23.733001177126884,Countries of Sub-Saharan Africa
199,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,18992.7892,0.20923625181715763,7.8577503440932706,Countries of Sub-Saharan Africa
200,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,35728.641899999995,0.4029042830292376,14.781754550495943,Countries of Sub-Saharan Africa
201,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,22830.483400000005,0.2524805824701691,9.445492018211088,Countries of Sub-Saharan Africa
202,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,19097.941700000007,0.21074330960255422,7.901254333125977,Countries of Sub-Saharan Africa
203,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,12429.343100000004,0.13640935985930078,5.142302902033912,Countries of Sub-Saharan Africa
