,model,scenario,electricity_price,region
52,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,17.650153846153845,Countries of Latin America and the Caribbean
53,REMIND-MAgPIE 1.7-3.0,CO_Bridge,17.674607692307692,Countries of Latin America and the Caribbean
54,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,17.472115384615385,Countries of Latin America and the Caribbean
55,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,16.98420769230769,Countries of Latin America and the Caribbean
56,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,17.47643846153846,Countries of Latin America and the Caribbean
57,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,17.394123076923076,Countries of Latin America and the Caribbean
58,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,17.297992307692308,Countries of Latin America and the Caribbean
59,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,17.650153846153845,Countries of Latin America and the Caribbean
60,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,17.421192307692305,Countries of Latin America and the Caribbean
61,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,17.607353846153845,Countries of Latin America and the Caribbean
62,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,17.590684615384614,Countries of Latin America and the Caribbean
63,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,17.87067692307692,Countries of Latin America and the Caribbean
64,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,18.09183076923077,Countries of Latin America and the Caribbean
65,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,17.85066153846154,Countries of Latin America and the Caribbean
66,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,17.876653846153843,Countries of Latin America and the Caribbean
67,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,21.05336153846154,Countries of Latin America and the Caribbean
68,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,21.33105384615385,Countries of Latin America and the Caribbean
69,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,21.772192307692304,Countries of Latin America and the Caribbean
70,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,23.170853846153843,Countries of Latin America and the Caribbean
71,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,19.185269230769226,Countries of Latin America and the Caribbean
72,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,19.000553846153846,Countries of Latin America and the Caribbean
73,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,18.87808461538462,Countries of Latin America and the Caribbean
74,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,19.416676923076924,Countries of Latin America and the Caribbean
75,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,19.190576923076925,Countries of Latin America and the Caribbean
76,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,18.789015384615386,Countries of Latin America and the Caribbean
77,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,17.728853846153843,Countries of Latin America and the Caribbean
78,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,17.60198461538462,Countries of Latin America and the Caribbean
79,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,18.751169230769232,Countries of Latin America and the Caribbean
80,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,19.752284615384617,Countries of Latin America and the Caribbean
81,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,19.50921538461538,Countries of Latin America and the Caribbean
82,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,19.81853076923077,Countries of Latin America and the Caribbean
83,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,19.106923076923078,Countries of Latin America and the Caribbean
84,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,19.895592307692308,Countries of Latin America and the Caribbean
85,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,18.93335384615385,Countries of Latin America and the Caribbean
86,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,19.806907692307693,Countries of Latin America and the Caribbean
87,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,18.160807692307692,Countries of Latin America and the Caribbean
88,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,18.819938461538463,Countries of Latin America and the Caribbean
89,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,17.79146923076923,Countries of Latin America and the Caribbean
90,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,17.395307692307693,Countries of Latin America and the Caribbean
91,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,17.606284615384617,Countries of Latin America and the Caribbean
92,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,17.414192307692307,Countries of Latin America and the Caribbean
93,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,18.270515384615386,Countries of Latin America and the Caribbean
94,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,19.918307692307692,Countries of Latin America and the Caribbean
95,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,15.388453846153848,Countries of Latin America and the Caribbean
96,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,17.212207692307693,Countries of Latin America and the Caribbean
97,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,17.681161538461538,Countries of Latin America and the Caribbean
98,WITCH 5.0,EN_INDCi2030_500f,8.510303006474242,Countries of Latin America and the Caribbean
99,WITCH 5.0,EN_NPi2020_400f,7.953979907103754,Countries of Latin America and the Caribbean
100,WITCH 5.0,EN_NPi2020_450,8.547287156439298,Countries of Latin America and the Caribbean
101,WITCH 5.0,EN_NPi2020_450f,7.9253682054857295,Countries of Latin America and the Caribbean
102,WITCH 5.0,EN_NPi2020_500,8.266812069710275,Countries of Latin America and the Caribbean
103,WITCH 5.0,EN_NPi2020_500f,7.906777241591421,Countries of Latin America and the Caribbean
104,IMAGE 3.2,SSP1_SPA1_19I_D,32.50861996494517,Countries of South Asia; primarily India
105,IMAGE 3.2,SSP1_SPA1_19I_D_LB,35.34045565648022,Countries of South Asia; primarily India
106,IMAGE 3.2,SSP1_SPA1_19I_LI,31.124484113625922,Countries of South Asia; primarily India
107,IMAGE 3.2,SSP1_SPA1_19I_LIRE,32.94367305479386,Countries of South Asia; primarily India
108,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,35.070917980207554,Countries of South Asia; primarily India
109,IMAGE 3.2,SSP1_SPA1_19I_RE,32.42973746697818,Countries of South Asia; primarily India
110,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,36.3674821907021,Countries of South Asia; primarily India
111,IMAGE 3.2,SSP2_SPA1_19I_D_LB,36.294791202607996,Countries of South Asia; primarily India
112,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,34.80928023652918,Countries of South Asia; primarily India
113,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,35.47935604141684,Countries of South Asia; primarily India
114,IMAGE 3.2,SSP2_SPA2_19I_D,34.680221490005046,Countries of South Asia; primarily India
115,IMAGE 3.2,SSP2_SPA2_19I_LI,36.108190949350245,Countries of South Asia; primarily India
116,IMAGE 3.2,SSP2_SPA2_19I_LIRE,34.95724373813181,Countries of South Asia; primarily India
117,IMAGE 3.2,SSP2_SPA2_19I_RE,35.65287802418652,Countries of South Asia; primarily India
118,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,25.723609684950155,Countries of South Asia; primarily India
119,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,25.66908063317371,Countries of South Asia; primarily India
120,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,25.61775415684692,Countries of South Asia; primarily India
121,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,23.390065311377896,Countries of South Asia; primarily India
122,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,23.61100754218408,Countries of South Asia; primarily India
123,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,25.754593609618812,Countries of South Asia; primarily India
124,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,24.22510455830858,Countries of South Asia; primarily India
125,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,23.08952090096727,Countries of South Asia; primarily India
126,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,22.024049457643212,Countries of South Asia; primarily India
127,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,39.76206131288415,Countries of South Asia; primarily India
128,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,21.806928440503082,Countries of South Asia; primarily India
129,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,29.892873149755093,Countries of South Asia; primarily India
130,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,21.475798769579566,Countries of South Asia; primarily India
131,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,24.1209507551282,Countries of South Asia; primarily India
132,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,23.008541994790587,Countries of South Asia; primarily India
133,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,30.18649858840395,Countries of South Asia; primarily India
134,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,24.354375690520406,Countries of South Asia; primarily India
135,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,22.10500139681435,Countries of South Asia; primarily India
136,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,22.307880569317174,Countries of South Asia; primarily India
137,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,22.78698902086093,Countries of South Asia; primarily India
138,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,21.131828903292124,Countries of South Asia; primarily India
139,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,20.76242052494371,Countries of South Asia; primarily India
140,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,25.95960629714117,Countries of South Asia; primarily India
141,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,19.409985727373275,Countries of South Asia; primarily India
142,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,19.49096067938913,Countries of South Asia; primarily India
143,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,19.95968951852336,Countries of South Asia; primarily India
144,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,20.306772338926425,Countries of South Asia; primarily India
145,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,21.78476107596131,Countries of South Asia; primarily India
146,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,21.250076188320406,Countries of South Asia; primarily India
147,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,20.706598260790063,Countries of South Asia; primarily India
148,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,20.070150897349297,Countries of South Asia; primarily India
149,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,22.298298435153846,Countries of South Asia; primarily India
150,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,22.078148521307693,Countries of South Asia; primarily India
151,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,21.85088461538462,Countries of South Asia; primarily India
152,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,23.04702307692308,Countries of South Asia; primarily India
153,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,22.5684,Countries of South Asia; primarily India
154,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,24.13823846153846,Countries of South Asia; primarily India
155,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,22.0787,Countries of South Asia; primarily India
156,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,22.133738461538464,Countries of South Asia; primarily India
157,REMIND-MAgPIE 1.7-3.0,CO_Bridge,21.328353846153842,Countries of South Asia; primarily India
158,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,23.05371538461538,Countries of South Asia; primarily India
159,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,23.941538461538457,Countries of South Asia; primarily India
160,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,22.639753846153845,Countries of South Asia; primarily India
161,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,22.775700000000004,Countries of South Asia; primarily India
162,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,25.682,Countries of South Asia; primarily India
163,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,22.133738461538464,Countries of South Asia; primarily India
164,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,22.0787,Countries of South Asia; primarily India
165,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,21.29012307692308,Countries of South Asia; primarily India
166,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,21.66343846153846,Countries of South Asia; primarily India
167,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,23.62278461538461,Countries of South Asia; primarily India
168,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,24.263453846153844,Countries of South Asia; primarily India
169,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,23.135538461538463,Countries of South Asia; primarily India
170,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,23.152876923076924,Countries of South Asia; primarily India
171,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,23.431746153846156,Countries of South Asia; primarily India
172,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,25.316169230769233,Countries of South Asia; primarily India
173,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,24.804915384615388,Countries of South Asia; primarily India
174,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,28.797115384615385,Countries of South Asia; primarily India
175,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,22.369876923076923,Countries of South Asia; primarily India
176,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,22.174830769230766,Countries of South Asia; primarily India
177,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,22.04926153846154,Countries of South Asia; primarily India
178,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,23.58013076923077,Countries of South Asia; primarily India
179,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,23.398730769230767,Countries of South Asia; primarily India
180,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,21.897707692307694,Countries of South Asia; primarily India
181,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,21.64594615384615,Countries of South Asia; primarily India
182,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,21.646946153846155,Countries of South Asia; primarily India
183,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,21.86711538461539,Countries of South Asia; primarily India
184,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,4.297438461538461,Countries of South Asia; primarily India
185,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,24.323892307692308,Countries of South Asia; primarily India
186,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,28.17120769230769,Countries of South Asia; primarily India
187,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,23.68020769230769,Countries of South Asia; primarily India
188,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,27.529476923076928,Countries of South Asia; primarily India
189,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,23.322876923076926,Countries of South Asia; primarily India
190,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,25.245930769230768,Countries of South Asia; primarily India
191,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,23.024092307692307,Countries of South Asia; primarily India
192,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,22.95355384615385,Countries of South Asia; primarily India
193,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,22.34366153846154,Countries of South Asia; primarily India
194,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,20.702346153846154,Countries of South Asia; primarily India
195,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,20.675846153846155,Countries of South Asia; primarily India
196,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,21.084715384615386,Countries of South Asia; primarily India
197,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,20.19989230769231,Countries of South Asia; primarily India
198,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,22.508038461538458,Countries of South Asia; primarily India
199,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,16.37347692307692,Countries of South Asia; primarily India
200,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,19.272315384615382,Countries of South Asia; primarily India
201,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,20.448892307692308,Countries of South Asia; primarily India
202,WITCH 5.0,EN_INDCi2030_500f,9.116846929565927,Countries of South Asia; primarily India
203,WITCH 5.0,EN_NPi2020_400f,10.052887885750353,Countries of South Asia; primarily India
204,WITCH 5.0,EN_NPi2020_450,10.035325990882006,Countries of South Asia; primarily India
205,WITCH 5.0,EN_NPi2020_450f,10.02947644778484,Countries of South Asia; primarily India
206,WITCH 5.0,EN_NPi2020_500,10.110165819319437,Countries of South Asia; primarily India
207,WITCH 5.0,EN_NPi2020_500f,10.013854166950642,Countries of South Asia; primarily India
208,IMAGE 3.2,SSP1_SPA1_19I_D,31.546488678334338,Countries of Sub-Saharan Africa
209,IMAGE 3.2,SSP1_SPA1_19I_D_LB,33.27637320302905,Countries of Sub-Saharan Africa
210,IMAGE 3.2,SSP1_SPA1_19I_LI,31.132357782580044,Countries of Sub-Saharan Africa
211,IMAGE 3.2,SSP1_SPA1_19I_LIRE,30.18852982232811,Countries of Sub-Saharan Africa
212,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,32.39883536393916,Countries of Sub-Saharan Africa
213,IMAGE 3.2,SSP1_SPA1_19I_RE,31.833530978331314,Countries of Sub-Saharan Africa
214,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,32.68895390301795,Countries of Sub-Saharan Africa
215,IMAGE 3.2,SSP2_SPA1_19I_D_LB,32.78028621933419,Countries of Sub-Saharan Africa
216,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,32.97076901477425,Countries of Sub-Saharan Africa
217,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,33.10025782804029,Countries of Sub-Saharan Africa
218,IMAGE 3.2,SSP2_SPA2_19I_D,32.956621785144755,Countries of Sub-Saharan Africa
219,IMAGE 3.2,SSP2_SPA2_19I_LI,32.23998210066747,Countries of Sub-Saharan Africa
220,IMAGE 3.2,SSP2_SPA2_19I_LIRE,33.43717756865832,Countries of Sub-Saharan Africa
221,IMAGE 3.2,SSP2_SPA2_19I_RE,35.240771483342314,Countries of Sub-Saharan Africa
222,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,20.706847003600778,Countries of Sub-Saharan Africa
223,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,20.56752884323868,Countries of Sub-Saharan Africa
224,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,22.8024245399273,Countries of Sub-Saharan Africa
225,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,18.15034722772248,Countries of Sub-Saharan Africa
226,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,17.849240187078813,Countries of Sub-Saharan Africa
227,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,22.392176897478823,Countries of Sub-Saharan Africa
228,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,21.111678233634773,Countries of Sub-Saharan Africa
229,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,19.913172826808996,Countries of Sub-Saharan Africa
230,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,19.368138755633332,Countries of Sub-Saharan Africa
231,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,35.51535155874315,Countries of Sub-Saharan Africa
232,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,19.054002940855295,Countries of Sub-Saharan Africa
233,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,27.11624706563312,Countries of Sub-Saharan Africa
234,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,18.409120601816234,Countries of Sub-Saharan Africa
235,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,20.469915632313118,Countries of Sub-Saharan Africa
236,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,17.70263949484314,Countries of Sub-Saharan Africa
237,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,26.95790093658471,Countries of Sub-Saharan Africa
238,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,23.824839832341507,Countries of Sub-Saharan Africa
239,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,19.95115733143644,Countries of Sub-Saharan Africa
