,scenario,model,mean_value,mean_value_2050,region
40,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.6059932227327459,0.6967753213703822,Countries of Latin America and the Caribbean
41,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.55739705054514,0.6774855579262218,Countries of Latin America and the Caribbean
42,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.6067861211954548,0.7039277027600443,Countries of Latin America and the Caribbean
43,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.5778622159202185,0.656430220292149,Countries of Latin America and the Caribbean
44,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.6208765922288991,0.6335618957050233,Countries of Latin America and the Caribbean
45,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.6367922356210206,0.8123372737230831,Countries of Latin America and the Caribbean
46,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.5832947003873983,0.6947082625884917,Countries of Latin America and the Caribbean
47,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,1.2227717508654494,1.291585229580427,Countries of Latin America and the Caribbean
48,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,1.3207955330159202,1.3836829695047128,Countries of Latin America and the Caribbean
49,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,1.2424754425634201,1.3440091524971904,Countries of Latin America and the Caribbean
50,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,1.331552210536902,1.4615725569611906,Countries of Latin America and the Caribbean
51,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,1.1541842689628155,1.2091714185458402,Countries of Latin America and the Caribbean
52,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,1.185644320870709,1.2584722982399112,Countries of Latin America and the Caribbean
53,CO_Bridge,REMIND-MAgPIE 1.7-3.0,1.1182968366448482,1.164259981569123,Countries of Latin America and the Caribbean
54,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,1.3018637135589761,1.380868010093863,Countries of Latin America and the Caribbean
55,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,1.2807569649282926,1.379121303612925,Countries of Latin America and the Caribbean
56,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,1.2330596456694876,1.35937969524878,Countries of Latin America and the Caribbean
57,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,1.216131326965231,1.3497696153683798,Countries of Latin America and the Caribbean
58,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,1.554987031937048,1.5906169490478799,Countries of Latin America and the Caribbean
59,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,1.185644320870709,1.2584722982399112,Countries of Latin America and the Caribbean
60,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,1.1541842689628155,1.2091714185458402,Countries of Latin America and the Caribbean
61,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,1.1204427681081637,1.2093528547632308,Countries of Latin America and the Caribbean
62,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,1.1094013238438007,1.204393646258583,Countries of Latin America and the Caribbean
63,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,1.3830316454265972,1.3839117243570076,Countries of Latin America and the Caribbean
64,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,1.2581961308010048,1.3692551247434879,Countries of Latin America and the Caribbean
65,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,1.2690135745661542,1.3654473910026517,Countries of Latin America and the Caribbean
66,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,1.236969360231882,1.357964101785186,Countries of Latin America and the Caribbean
67,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.618460490760917,0.9779918691285168,Countries of Latin America and the Caribbean
68,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.6563059884707718,1.0709481919761992,Countries of Latin America and the Caribbean
69,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,1.092073315703449,1.3234008876547922,Countries of Latin America and the Caribbean
70,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,1.1887913946110076,1.4066800112565079,Countries of Latin America and the Caribbean
71,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,1.5726985222979686,1.229711420776984,Countries of Latin America and the Caribbean
72,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,1.4595867195886507,1.188141348069656,Countries of Latin America and the Caribbean
73,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,1.4115320943143521,1.1599912931363627,Countries of Latin America and the Caribbean
74,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,1.1942842538703102,1.5664881591641229,Countries of Latin America and the Caribbean
75,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,1.219031561520295,1.6217029561964371,Countries of Latin America and the Caribbean
76,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,1.3311041023347907,1.1472211397986933,Countries of Latin America and the Caribbean
77,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,1.2158758226944684,1.2834063199581354,Countries of Latin America and the Caribbean
78,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,1.2056461741900657,1.270448673933521,Countries of Latin America and the Caribbean
79,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,1.3275864741697159,1.1440704530144716,Countries of Latin America and the Caribbean
80,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,1.5565356965090662,1.3891990164176782,Countries of Latin America and the Caribbean
81,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,1.496043114391302,1.3495688175752694,Countries of Latin America and the Caribbean
82,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,1.2373588933091109,1.6945480674528044,Countries of Latin America and the Caribbean
83,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,1.432211375151937,1.3480282697479884,Countries of Latin America and the Caribbean
84,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,1.152254859592024,1.5022847742608723,Countries of Latin America and the Caribbean
85,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,1.3804596839766947,1.3375360360730342,Countries of Latin America and the Caribbean
86,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,1.1026984629538346,1.3893629816225104,Countries of Latin America and the Caribbean
87,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,1.1059557711228605,1.3857235202375384,Countries of Latin America and the Caribbean
88,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,1.286012129008367,1.29464486657188,Countries of Latin America and the Caribbean
89,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,1.1610656659318161,1.334841968684867,Countries of Latin America and the Caribbean
90,NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,0.8147527920825259,1.120758463953886,Countries of Latin America and the Caribbean
91,NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,0.7487249569852553,1.0440155681018357,Countries of Latin America and the Caribbean
92,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.49389613307805885,0.7923371510893797,Countries of Latin America and the Caribbean
93,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.6895390143276224,1.1259082739314077,Countries of Latin America and the Caribbean
94,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,1.1775224975004484,1.5110777007815552,Countries of Latin America and the Caribbean
95,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,0.8082633552105826,1.1292938161443558,Countries of Latin America and the Caribbean
96,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,0.7520744380098964,1.0074912838529262,Countries of Latin America and the Caribbean
97,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,0.8697039615922472,1.2520019570433532,Countries of Latin America and the Caribbean
98,EN_INDCi2030_500f,WITCH 5.0,0.5096723431672702,0.7109717605868564,Countries of Latin America and the Caribbean
99,EN_NPi2020_400f,WITCH 5.0,0.5169628394315045,0.6376100352798,Countries of Latin America and the Caribbean
100,EN_NPi2020_450,WITCH 5.0,0.4664134577781058,0.5408007292192285,Countries of Latin America and the Caribbean
101,EN_NPi2020_450f,WITCH 5.0,0.526290665556617,0.655225099289857,Countries of Latin America and the Caribbean
102,EN_NPi2020_500,WITCH 5.0,0.4844123622617515,0.5616725794701684,Countries of Latin America and the Caribbean
103,EN_NPi2020_500f,WITCH 5.0,0.5386528238578523,0.6802380587007295,Countries of Latin America and the Caribbean
104,SSP1_SPA1_19I_D,IMAGE 3.2,0.6831849803182584,1.2263943724166002,Countries of South Asia; primarily India
105,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.7544260151978008,1.3980525093306133,Countries of South Asia; primarily India
106,SSP1_SPA1_19I_LI,IMAGE 3.2,0.6109347638146232,1.106468393114559,Countries of South Asia; primarily India
107,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.7230851304858414,1.1173243743935413,Countries of South Asia; primarily India
108,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.836759798454213,1.407978124939623,Countries of South Asia; primarily India
109,SSP1_SPA1_19I_RE,IMAGE 3.2,0.7865031256051201,1.4221854038473356,Countries of South Asia; primarily India
110,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.8562397519225319,1.5495074024994064,Countries of South Asia; primarily India
111,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.7376881903876781,1.134441197763794,Countries of South Asia; primarily India
112,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.8146288220294108,1.3506078877531953,Countries of South Asia; primarily India
113,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.8804929417382243,1.4016188998997703,Countries of South Asia; primarily India
114,SSP2_SPA2_19I_D,IMAGE 3.2,0.758091689537411,1.1228281267338258,Countries of South Asia; primarily India
115,SSP2_SPA2_19I_LI,IMAGE 3.2,0.6775165795989754,1.067782158640418,Countries of South Asia; primarily India
116,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.8606700176983269,1.3123004146329096,Countries of South Asia; primarily India
117,SSP2_SPA2_19I_RE,IMAGE 3.2,0.9048475222715067,1.4560400741945123,Countries of South Asia; primarily India
118,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.6073737850436125,0.860188391125087,Countries of South Asia; primarily India
119,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.6124253587661126,0.8708971211204248,Countries of South Asia; primarily India
120,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.5755810872448524,0.8174122507369515,Countries of South Asia; primarily India
121,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.6103381136108912,0.8419458808539488,Countries of South Asia; primarily India
122,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.6066856614480634,0.8335407733143836,Countries of South Asia; primarily India
123,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.5786960085528216,0.82341787475,Countries of South Asia; primarily India
124,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.6989907568656313,1.0559691656796604,Countries of South Asia; primarily India
125,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.6883147374076906,1.0202384069705195,Countries of South Asia; primarily India
126,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.633407751795429,0.9128216451912032,Countries of South Asia; primarily India
127,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,0.7125000387090653,1.1790905735817323,Countries of South Asia; primarily India
128,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.6263589248652343,0.9001993532406236,Countries of South Asia; primarily India
129,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.6811785597570537,1.1239430995773372,Countries of South Asia; primarily India
130,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.6103856395604725,0.8698307174120559,Countries of South Asia; primarily India
131,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.6522134492896642,1.0485955124664417,Countries of South Asia; primarily India
132,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,0.6755929888411605,1.0584828613706019,Countries of South Asia; primarily India
133,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.6254093721470831,1.0177044340956314,Countries of South Asia; primarily India
134,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.7288461177127812,1.1544917361345601,Countries of South Asia; primarily India
135,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,0.715174542696805,1.1535076104882942,Countries of South Asia; primarily India
136,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,0.6896916882661469,1.1144638582119217,Countries of South Asia; primarily India
137,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.6693102173904432,1.0761381082685433,Countries of South Asia; primarily India
138,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.5991233571038128,0.8412264086219081,Countries of South Asia; primarily India
139,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.6364854247598546,0.8648523971999995,Countries of South Asia; primarily India
140,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.4792819361805175,0.7196519775478504,Countries of South Asia; primarily India
141,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.7028871495085107,1.070010701968227,Countries of South Asia; primarily India
142,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.6698147980768299,0.9946248679198547,Countries of South Asia; primarily India
143,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.6468984073815939,0.9468005242012532,Countries of South Asia; primarily India
144,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.6148897919506745,0.8701754637648383,Countries of South Asia; primarily India
145,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.6175559509824354,0.9507657389069741,Countries of South Asia; primarily India
146,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.6375289394677969,0.9489908579143072,Countries of South Asia; primarily India
147,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.5751041239399086,0.799096302006076,Countries of South Asia; primarily India
148,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.6219030836783035,0.8323183075753745,Countries of South Asia; primarily India
149,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.592794259129602,0.9645146557320445,Countries of South Asia; primarily India
150,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.5998708461295766,0.9512260904350367,Countries of South Asia; primarily India
151,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,2.1884593884502674,2.5729807327613883,Countries of South Asia; primarily India
152,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,2.3728986086645345,2.786636565160213,Countries of South Asia; primarily India
153,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,2.1824308898531863,2.6558104812873573,Countries of South Asia; primarily India
154,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,2.392067101708866,2.9527275701646603,Countries of South Asia; primarily India
155,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,2.0703813215918565,2.450817730443717,Countries of South Asia; primarily India
156,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,2.143855366245085,2.495965710270219,Countries of South Asia; primarily India
157,CO_Bridge,REMIND-MAgPIE 1.7-3.0,2.1073555001384237,2.403903376272087,Countries of South Asia; primarily India
158,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,2.367044459252864,2.75861349984676,Countries of South Asia; primarily India
159,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,2.354855272171859,2.872168167485805,Countries of South Asia; primarily India
160,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,2.3001639928076667,2.6582457012217757,Countries of South Asia; primarily India
161,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,2.2857529049231835,2.6719260440370056,Countries of South Asia; primarily India
162,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,2.9687917440548723,3.809199023449371,Countries of South Asia; primarily India
163,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,2.143855366245085,2.495965710270219,Countries of South Asia; primarily India
164,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,2.0703813215918565,2.450817730443717,Countries of South Asia; primarily India
165,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,2.0785660791870826,2.371136676164486,Countries of South Asia; primarily India
166,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,2.0805109145785443,2.413102950857132,Countries of South Asia; primarily India
167,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,2.560543666032552,3.025589865887602,Countries of South Asia; primarily India
168,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,2.3334338944022885,2.8448105217186725,Countries of South Asia; primarily India
169,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,2.4396070736392117,2.8579737280569906,Countries of South Asia; primarily India
170,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,2.375660220378141,2.7859874886977263,Countries of South Asia; primarily India
171,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,1.1662884157321742,1.820241156438904,Countries of South Asia; primarily India
172,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,1.3715947528104422,2.1276412595040872,Countries of South Asia; primarily India
173,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,1.8899600160803176,2.3651943120784544,Countries of South Asia; primarily India
174,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,2.2933626555171984,2.9191953192138302,Countries of South Asia; primarily India
175,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,2.03697404373959,2.457527577673172,Countries of South Asia; primarily India
176,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,2.015288118270629,2.4355003417686745,Countries of South Asia; primarily India
177,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,1.9944322670394696,2.3917663791730495,Countries of South Asia; primarily India
178,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,2.215122404130712,3.020022702136954,Countries of South Asia; primarily India
179,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,2.1926746403854076,2.9849670843322587,Countries of South Asia; primarily India
180,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,1.965166529519109,2.3259722576364905,Countries of South Asia; primarily India
181,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,1.9481307411424476,2.2764880111386123,Countries of South Asia; primarily India
182,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,1.9445670374454724,2.268458443788606,Countries of South Asia; primarily India
183,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,1.9625609210928145,2.3167880460120385,Countries of South Asia; primarily India
184,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,2.1991989323161687,2.8605041792363153,Countries of South Asia; primarily India
185,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,2.1688592693775446,2.796960695051,Countries of South Asia; primarily India
186,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,2.588926687048292,3.7555452841538908,Countries of South Asia; primarily India
187,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,2.124510554868328,2.6892456219691945,Countries of South Asia; primarily India
188,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,2.3616105801394895,3.301563030445248,Countries of South Asia; primarily India
189,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,2.1056340102191826,2.6333790294744457,Countries of South Asia; primarily India
190,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,2.1891049359237518,2.8799546386369546,Countries of South Asia; primarily India
191,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,2.0349343158828526,2.671149260888755,Countries of South Asia; primarily India
192,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,2.075292554117607,2.569067777039493,Countries of South Asia; primarily India
193,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,2.037848941811997,2.5028613535617668,Countries of South Asia; primarily India
194,NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,1.5041688199925427,1.9702449511472713,Countries of South Asia; primarily India
195,NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,1.4548581749197977,1.943343362603564,Countries of South Asia; primarily India
196,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,1.1833489163133981,1.9716868740720228,Countries of South Asia; primarily India
197,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,1.4001944645361448,2.2033085054610426,Countries of South Asia; primarily India
198,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,2.1112973704316746,2.690782542049656,Countries of South Asia; primarily India
199,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,1.661310336059107,2.350203827269233,Countries of South Asia; primarily India
200,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,1.5613786482824823,2.0296176646536797,Countries of South Asia; primarily India
201,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,1.6754991367973338,2.2299951829225244,Countries of South Asia; primarily India
202,EN_INDCi2030_500f,WITCH 5.0,0.5412449218460833,0.7027872580227887,Countries of South Asia; primarily India
203,EN_NPi2020_400f,WITCH 5.0,0.5359292845190008,0.7120233731723671,Countries of South Asia; primarily India
204,EN_NPi2020_450,WITCH 5.0,0.5543253797707861,0.7970818765330692,Countries of South Asia; primarily India
