,scenario,model,forest_change_2050,forest_change_2100,beccs_threshold_breached,region
33,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.04256781959627465,0.08837768580231653,1,Countries of Latin America and the Caribbean
34,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.04055178463703446,0.08954136118248146,1,Countries of Latin America and the Caribbean
35,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.041034741443415734,0.08957847429074717,1,Countries of Latin America and the Caribbean
36,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.03895996361911486,0.08824565428034059,1,Countries of Latin America and the Caribbean
37,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.040384961401875474,0.08723556274441346,1,Countries of Latin America and the Caribbean
38,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.041443950185951595,0.0888263210130622,1,Countries of Latin America and the Caribbean
39,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.041034741443415734,0.08921060328597785,1,Countries of Latin America and the Caribbean
40,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.04090719660265474,0.08966444407785257,1,Countries of Latin America and the Caribbean
41,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.041549218604493676,0.0874943199092979,1,Countries of Latin America and the Caribbean
42,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.04205157609799054,0.08878990282813815,1,Countries of Latin America and the Caribbean
43,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.0405441212269157,0.08954874406654012,1,Countries of Latin America and the Caribbean
44,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.03741247670105141,0.08981845646839348,1,Countries of Latin America and the Caribbean
45,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.04155189796835257,0.08192582288253969,1,Countries of Latin America and the Caribbean
46,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.04247513482761933,0.08376652691172604,1,Countries of Latin America and the Caribbean
47,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,0.0627623866331023,0.13824735053981207,1,Countries of Latin America and the Caribbean
48,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,0.08202950158245437,0.17634673287473368,1,Countries of Latin America and the Caribbean
49,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,0.06395359218708829,0.14126846725732256,1,Countries of Latin America and the Caribbean
50,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,0.07514128205779369,0.2016083655802703,1,Countries of Latin America and the Caribbean
51,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,0.06725678693530834,0.14478548975134675,1,Countries of Latin America and the Caribbean
52,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.06299263214366208,0.15308980348679596,1,Countries of Latin America and the Caribbean
53,CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.08298173193827635,0.17674934011497784,1,Countries of Latin America and the Caribbean
54,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.0931294481726383,0.19777097347127298,1,Countries of Latin America and the Caribbean
55,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.08211501284057687,0.20821247345381366,1,Countries of Latin America and the Caribbean
56,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.09266404670224154,0.18458478034518772,1,Countries of Latin America and the Caribbean
57,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.08581853320614447,0.20967454732601737,1,Countries of Latin America and the Caribbean
58,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.06989037496389089,0.06989037496389089,1,Countries of Latin America and the Caribbean
59,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.06299263214366208,0.15308980348679596,1,Countries of Latin America and the Caribbean
60,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.06725678693530834,0.14478548975134675,1,Countries of Latin America and the Caribbean
61,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0691456234901609,0.1467844394112064,1,Countries of Latin America and the Caribbean
62,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.06833619296736365,0.14352280988010174,1,Countries of Latin America and the Caribbean
63,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.058298540237511076,0.058298540237511076,1,Countries of Latin America and the Caribbean
64,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.07168045692772135,0.07168045692772135,1,Countries of Latin America and the Caribbean
65,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.05865511821584235,0.05865511821584235,1,Countries of Latin America and the Caribbean
66,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.05730157023271765,0.05730157023271765,1,Countries of Latin America and the Caribbean
67,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.009294547769501338,0.04460006092155938,1,Countries of Latin America and the Caribbean
68,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.008492604854945185,0.011464809829342448,0,Countries of Latin America and the Caribbean
69,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.010837262973166395,0.011487275588362544,1,Countries of Latin America and the Caribbean
70,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.003109540002376121,0.003820324737316305,0,Countries of Latin America and the Caribbean
71,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,0.042021430142323846,0.05462631497542092,1,Countries of Latin America and the Caribbean
72,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,0.035738987730756566,0.05295856860736459,1,Countries of Latin America and the Caribbean
73,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,0.0320938560632269,0.04953306339553254,1,Countries of Latin America and the Caribbean
74,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.012092107619453951,0.012458732866434119,1,Countries of Latin America and the Caribbean
75,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.009531160530799665,0.009739080881464746,1,Countries of Latin America and the Caribbean
76,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.020557863152643352,0.04102252578394172,1,Countries of Latin America and the Caribbean
77,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.012089766398447443,0.012456391645427611,1,Countries of Latin America and the Caribbean
78,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.011608919454276334,0.01181683980494147,1,Countries of Latin America and the Caribbean
79,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,0.020123442122899682,0.04111512854673194,1,Countries of Latin America and the Caribbean
80,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,0.02735153856825373,0.04606725929446065,1,Countries of Latin America and the Caribbean
81,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,0.02279049135504141,0.042239313135569834,1,Countries of Latin America and the Caribbean
82,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.012120949469725917,0.012831734204666101,1,Countries of Latin America and the Caribbean
83,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,0.018043142725564842,0.03583188937282422,1,Countries of Latin America and the Caribbean
84,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,0.011518707725705568,0.012195768915509109,1,Countries of Latin America and the Caribbean
85,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,0.012862070451325147,0.03230969671474393,1,Countries of Latin America and the Caribbean
86,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,0.011221173405024543,0.011871186020220692,1,Countries of Latin America and the Caribbean
87,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,0.010801596712726513,0.011461571970503626,1,Countries of Latin America and the Caribbean
88,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.012225158711122952,0.029031339733833095,1,Countries of Latin America and the Caribbean
89,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,0.010860426117167199,0.011378334091739495,1,Countries of Latin America and the Caribbean
90,NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,0.009771957601981962,0.012284336808053964,1,Countries of Latin America and the Caribbean
91,NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,0.009563439492762005,0.010336490743833304,1,Countries of Latin America and the Caribbean
92,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.0428267105421446,0.07277949508829262,1,Countries of Latin America and the Caribbean
93,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.031791190981616646,0.11077875735460951,1,Countries of Latin America and the Caribbean
94,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.011810762592967039,0.01248782378277058,1,Countries of Latin America and the Caribbean
95,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,0.018378435461627762,0.025694900546675115,1,Countries of Latin America and the Caribbean
96,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,0.000762241783870965,0.0037830146408504572,1,Countries of Latin America and the Caribbean
97,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,0.0038046335752511817,0.004316464337849157,1,Countries of Latin America and the Caribbean
98,EN_INDCi2030_500f,WITCH 5.0,0.07023968257677132,0.1327414275815671,1,Countries of Latin America and the Caribbean
99,EN_NPi2020_400f,WITCH 5.0,0.0717652782086074,0.1424090672903336,1,Countries of Latin America and the Caribbean
100,EN_NPi2020_450,WITCH 5.0,0.07159124242034282,0.13718316025184224,1,Countries of Latin America and the Caribbean
101,EN_NPi2020_450f,WITCH 5.0,0.07178520790042126,0.14237812589630622,1,Countries of Latin America and the Caribbean
102,EN_NPi2020_500,WITCH 5.0,0.07156131825806572,0.13718316025184224,1,Countries of Latin America and the Caribbean
103,EN_NPi2020_500f,WITCH 5.0,0.0717549826710468,0.14242487550593158,1,Countries of Latin America and the Caribbean
104,SSP1_SPA1_19I_D,IMAGE 3.2,0.006807087556917668,0.06553480370833416,1,Countries of South Asia; primarily India
105,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.0059477821905680045,0.06613943534807364,1,Countries of South Asia; primarily India
106,SSP1_SPA1_19I_LI,IMAGE 3.2,0.006336895753536825,0.01676038487301522,1,Countries of South Asia; primarily India
107,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.006334636081279696,0.0164725921709494,1,Countries of South Asia; primarily India
108,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.005965829572975659,0.016808728607667203,1,Countries of South Asia; primarily India
109,SSP1_SPA1_19I_RE,IMAGE 3.2,0.004418753960822447,0.04450237951051021,1,Countries of South Asia; primarily India
110,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.00641263476835012,0.06591307468441564,1,Countries of South Asia; primarily India
111,SSP2_SPA1_19I_D_LB,IMAGE 3.2,-0.0016001352878706743,-0.000736686498225031,0,Countries of South Asia; primarily India
112,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,-0.004948577587665273,-0.005658423138499943,1,Countries of South Asia; primarily India
113,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,-0.0013750366452299073,-0.0003602080614444475,1,Countries of South Asia; primarily India
114,SSP2_SPA2_19I_D,IMAGE 3.2,-0.004139094391430925,-0.00879098730341614,1,Countries of South Asia; primarily India
115,SSP2_SPA2_19I_LI,IMAGE 3.2,-0.004580042554269234,-0.0059611997119662224,1,Countries of South Asia; primarily India
116,SSP2_SPA2_19I_LIRE,IMAGE 3.2,-0.005022750550134583,-0.006259986725879907,1,Countries of South Asia; primarily India
117,SSP2_SPA2_19I_RE,IMAGE 3.2,0.010416644560057364,0.00877726316173251,1,Countries of South Asia; primarily India
118,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.020313895762487183,0.10482496729606666,1,Countries of South Asia; primarily India
119,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.020313895762487183,0.10400699452077161,1,Countries of South Asia; primarily India
120,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.016472664499957212,0.10868802424953444,1,Countries of South Asia; primarily India
121,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.013386868471741309,0.1138926588140084,1,Countries of South Asia; primarily India
122,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.013386868471741309,0.11092244298976178,1,Countries of South Asia; primarily India
123,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.015949445192882494,0.10857340399465965,1,Countries of South Asia; primarily India
124,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.026551648069393752,0.1093681247645733,1,Countries of South Asia; primarily India
125,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.02690709106728778,0.11377417285955505,1,Countries of South Asia; primarily India
126,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.01977416785903452,0.1039476242688302,1,Countries of South Asia; primarily India
127,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,0.041703932070285,0.039394750952151975,1,Countries of South Asia; primarily India
128,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.020342432332779076,0.10373048451357869,1,Countries of South Asia; primarily India
129,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.03416795597596131,0.03896717403878583,1,Countries of South Asia; primarily India
130,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.01912587127112947,0.09721734502507245,1,Countries of South Asia; primarily India
131,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.027519609158365904,0.03916658348134655,1,Countries of South Asia; primarily India
132,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,0.02295633372952577,0.038342185135428,1,Countries of South Asia; primarily India
133,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.04050466925842411,0.04168648423018065,1,Countries of South Asia; primarily India
134,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.018467800925877464,0.036675610917162815,1,Countries of South Asia; primarily India
135,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,0.02235895421648426,0.03797086341872277,1,Countries of South Asia; primarily India
136,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,0.023399281396216554,0.03806371034289008,1,Countries of South Asia; primarily India
137,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.023964683920238428,0.03821447712679979,1,Countries of South Asia; primarily India
138,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.01617662852457294,0.08548475178274811,1,Countries of South Asia; primarily India
139,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.015283999671849069,0.08243700561445672,1,Countries of South Asia; primarily India
140,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.018889963735426202,0.1002440646154859,1,Countries of South Asia; primarily India
141,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.015823680024241976,0.03555392253355458,1,Countries of South Asia; primarily India
142,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.017508400952872538,0.05747910273580564,1,Countries of South Asia; primarily India
143,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.015693132821621797,0.06069689296454961,1,Countries of South Asia; primarily India
144,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.015283999671849069,0.07060202493928708,1,Countries of South Asia; primarily India
145,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.02107683201388344,0.03756677665639349,1,Countries of South Asia; primarily India
146,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.02107683201388344,0.037437099998166024,1,Countries of South Asia; primarily India
147,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.015283999671849069,0.08243700561445672,1,Countries of South Asia; primarily India
148,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.009936639114779156,0.07432081373128979,1,Countries of South Asia; primarily India
149,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.022396169228510343,0.037542287955843245,1,Countries of South Asia; primarily India
150,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.0231305689238199,0.03229928229877618,1,Countries of South Asia; primarily India
151,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,0.028848916708562683,0.0395868785525266,1,Countries of South Asia; primarily India
152,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,0.028848916708562683,0.060495212869043774,1,Countries of South Asia; primarily India
153,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,0.003492516996679851,0.01773716785658483,1,Countries of South Asia; primarily India
154,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,0.003503323161366534,0.008455558141949066,1,Countries of South Asia; primarily India
155,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,0.0033715233822374235,0.016535912073958103,1,Countries of South Asia; primarily India
156,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.028836516191709183,0.02979826484882178,1,Countries of South Asia; primarily India
157,CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.027689822683237997,0.03039189530562489,1,Countries of South Asia; primarily India
158,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.028836516191709183,0.08506878566698661,1,Countries of South Asia; primarily India
159,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.003881184624918016,0.007085832480354909,1,Countries of South Asia; primarily India
160,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.02779646712817843,0.0593667658353714,1,Countries of South Asia; primarily India
161,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.02779646712817843,0.04706191011184199,1,Countries of South Asia; primarily India
162,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.018990328659755668,0.018990328659755668,1,Countries of South Asia; primarily India
163,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.028836516191709183,0.02979826484882178,1,Countries of South Asia; primarily India
164,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.0033715233822374235,0.016535912073958103,1,Countries of South Asia; primarily India
165,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.027689822683237997,0.03462224305509051,1,Countries of South Asia; primarily India
166,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.027689822683237997,0.03463907232796318,1,Countries of South Asia; primarily India
167,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.02888487820743796,0.02888487820743796,1,Countries of South Asia; primarily India
168,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.003497654353662033,0.003497654353662033,1,Countries of South Asia; primarily India
169,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.027836503082591363,0.027836503082591363,1,Countries of South Asia; primarily India
170,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.027836503082591363,0.027836503082591363,1,Countries of South Asia; primarily India
171,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
172,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,0,Countries of South Asia; primarily India
173,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
174,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.006446270816217126,0.006446270816217126,1,Countries of South Asia; primarily India
175,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
176,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
177,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
178,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
179,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
180,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
181,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
182,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
183,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
184,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
185,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
186,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
187,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
188,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
189,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
190,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
191,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
192,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
193,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
194,NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
195,NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
196,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,0,Countries of South Asia; primarily India
