model,scenario,region,economic_score,environmental_score,resource_score,resilience_score,robustness_score,economic_dimension_score,environmental_dimension_score,resource_dimension_score,resilience_dimension_score,robustness_dimension_score
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,Countries of Latin America and the Caribbean,0.12652677061589718,1.600522065346885,0.25809421272870486,1.9467045154224114,,0.12652677061589718,0.8012990859363022,0.3443406658900392,0.6532425843838727,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,Countries of Latin America and the Caribbean,0.15958566449534467,1.601628341517658,0.2198244908838294,2.0076911126210044,,0.15958566449534467,0.8018529415210681,0.29328248304987287,0.6737074479783062,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,Countries of Latin America and the Caribbean,0.14580296394815467,1.601966392805172,0.22487773427798968,1.9278285007635252,,0.14580296394815467,0.802022186415312,0.30002435136552796,0.6469084866813444,
MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,Countries of Latin America and the Caribbean,0.12388760894286084,1.6059341936955676,0.2684511519931089,1.950209284544584,,0.12388760894286084,0.8040086602637447,0.3581585478378081,0.6544186562637595,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,Countries of Latin America and the Caribbean,0.12570652926516443,1.5869474577115734,0.3822921524403278,2.163183898142422,,0.12570652926516443,0.7945029780127532,0.510041402881864,0.7258851196600392,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,Countries of Latin America and the Caribbean,0.12027520084386865,1.584277440783365,0.31944752581408037,2.122919172866209,,0.12027520084386865,0.7931662378513208,0.42619620406355596,0.7123737557162244,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,Countries of Latin America and the Caribbean,0.12086598252448563,1.5841827675349296,0.29182015990455906,2.061494696734992,,0.12086598252448563,0.7931188398247165,0.3893366965469262,0.6917619560237195,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,Countries of Latin America and the Caribbean,0.19530804421503953,1.592628548283799,0.43185228978590556,2.0086146556632816,,0.19530804421503953,0.7973472078932446,0.5761628804413645,0.674017355125974,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,Countries of Latin America and the Caribbean,0.11901757466993353,1.5849584498847993,0.2872144070394711,2.0346343520072097,,0.11901757466993353,0.7935071840852456,0.38319185512750076,0.6827486102034315,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,Countries of Latin America and the Caribbean,0.14605682365050568,1.5924482522843546,0.4339072773044293,1.9875542164500923,,0.14605682365050568,0.7972569429586457,0.5789045760533773,0.666950244719186,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,Countries of Latin America and the Caribbean,0.1150903845655007,1.585001549225359,0.27356088502350234,2.0228569793730156,,0.1150903845655007,0.7935287617085366,0.3649757827366606,0.6787965562189348,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,Countries of Latin America and the Caribbean,0.10225677075984482,1.5932566986362142,0.38742761982720075,1.8539417533131448,,0.10225677075984482,0.797661690469973,0.516892971698369,0.6221148061438891,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,Countries of Latin America and the Caribbean,0.13204778786101898,0.5864174818962858,0.2918051508101679,1.8510268625641833,,0.13204778786101898,0.29358907471151935,0.3893166719152136,0.621136675795414,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,Countries of Latin America and the Caribbean,0.1342239145451673,1.593948515027471,0.44828619101113465,1.9064410773702496,,0.1342239145451673,0.7980080473581111,0.5980884417751045,0.6397316523852037,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,Countries of Latin America and the Caribbean,0.12200557117749132,0.5809647571286263,0.3780335508644256,1.9565478077046963,,0.12200557117749132,0.2908591758449012,0.5043597191009573,0.6565456319899088,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,Countries of Latin America and the Caribbean,0.12319177657982584,0.5847771825718338,0.38120185904072584,1.9585114937242019,,0.12319177657982584,0.29276786119762727,0.5085867698962375,0.6572045729437813,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,Countries of Latin America and the Caribbean,0.11118127634832971,0.5854086639096171,0.3848496667059117,1.9163094430202343,,0.11118127634832971,0.2930840114274224,0.5134535528712949,0.6430431136931579,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,Countries of Latin America and the Caribbean,0.1114235325108388,0.5891299168148814,0.3897773732860228,1.876257951167709,,0.1114235325108388,0.294947051379252,0.5200279341685996,0.6296033030599063,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,Countries of Latin America and the Caribbean,0.11031040248534554,1.5834780312565555,0.2635792504818465,1.9446944810111493,,0.11031040248534554,0.7927660146135471,0.35165861979679386,0.652568090610878,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,Countries of Latin America and the Caribbean,0.15030283476575393,1.583297775624953,0.2005966366576152,1.9277269994723545,,0.15030283476575393,0.7926757698890506,0.26762932307433024,0.6468744265734866,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,Countries of Latin America and the Caribbean,0.1396107529676553,1.5897711841863662,0.2808587410937581,1.9419840106214887,,0.1396107529676553,0.7959166726391345,0.3747123382069803,0.6516585562320286,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,Countries of Latin America and the Caribbean,0.11240488421005805,1.5946771243323927,0.31437307586904456,1.8766176821729872,,0.11240488421005805,0.798372824565923,0.41942604267703926,0.629724015581868,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,Countries of Latin America and the Caribbean,0.13154048447246472,1.5869509286608046,0.28784399472978855,1.86880436474299,,0.13154048447246472,0.794504715738528,0.3840318299654797,0.6271021530289497,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,Countries of Latin America and the Caribbean,0.13078152457074418,1.5850844979829426,0.2654335103097254,1.8927285370880405,,0.13078152457074418,0.7935702898855422,0.354132511237886,0.635130227165581,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,Countries of Latin America and the Caribbean,0.12616979965757646,1.5828802267049746,0.2576110982466736,1.9242066146891732,,0.12616979965757646,0.7924667246186626,0.34369611070732137,0.6456931146509157,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,Countries of Latin America and the Caribbean,0.08224244879101018,1.5934203598530094,0.2978324310219218,1.8193414725569377,,0.08224244879101018,0.7977436272243987,0.3973580675733285,0.6105042218756916,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,Countries of Latin America and the Caribbean,0.1268865213129059,0.5871278091009525,0.23307523917036133,1.7820218513079082,,0.1268865213129059,0.29394469901195147,0.31096118820287005,0.5979811267475883,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,Countries of Latin America and the Caribbean,0.10074144695289944,1.5834421731328026,0.24778865088508972,1.8712821846304282,,0.10074144695289944,0.7927480622951076,0.33059132997861546,0.6279336184383555,
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,Countries of Latin America and the Caribbean,0.13962326655637503,1.5821321998748652,0.18772766416669434,1.8833510233523727,,0.13962326655637503,0.7920922260546003,0.25045997041820445,0.6319834777440574,
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,Countries of Latin America and the Caribbean,0.1540098328244725,1.6204661395125024,0.31073830050870627,2.0038688310690493,,0.1540098328244725,0.8112840581805252,0.41457664696720514,0.6724248305808219,
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,Countries of Latin America and the Caribbean,0.1056520117263085,0.6115259757030413,0.30141942173236197,1.7633551621312018,,0.1056520117263085,0.30615960627256344,0.402143710601569,0.5917172709938884,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,Countries of Latin America and the Caribbean,0.683692040455784,1.3469166305902738,0.4782261470891583,2.603313125930582,,0.683692040455784,0.6743318872585957,0.6380333297430576,0.873576334194891,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,Countries of Latin America and the Caribbean,0.7722983005366918,1.1618707385225306,0.5263772043063755,2.6966226597128826,,0.7722983005366918,0.5816889257021652,0.7022748597261973,0.9048875889398763,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,Countries of Latin America and the Caribbean,0.7015027226478301,1.3322432893503007,0.5172925688884847,2.63134864648133,,0.7015027226478301,0.666985699925231,0.6901544430144404,0.8829840258882262,
REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,Countries of Latin America and the Caribbean,0.7820215426430563,1.0391768502597005,0.4635165880734783,2.736460945713493,,0.7820215426430563,0.5202624057911956,0.6184083281095175,0.9182558555146398,
REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,Countries of Latin America and the Caribbean,0.6216940219501276,1.315161370302167,0.4894805564669752,2.5637584580972708,,0.6216940219501276,0.6584336615524637,0.6530485862975707,0.8603032394672758,
REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,Countries of Latin America and the Caribbean,0.6501315855735209,1.2748279305188637,0.4474991746336612,2.5472135664737916,,0.6501315855735209,0.6382407825345645,0.5970384308483951,0.8547513810949088,
REMIND-MAgPIE 1.7-3.0,CO_Bridge,Countries of Latin America and the Caribbean,0.5892544333947647,1.1599153048289077,0.4483384931838801,2.4322524588854932,,0.5892544333947647,0.5807099406164647,0.5981582215845789,0.8161746528705346,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,Countries of Latin America and the Caribbean,0.7551853338483446,1.057814780916447,0.4811206612715131,2.650766253141435,,0.7551853338483446,0.5295934591533112,0.6418950937494745,0.8894998619880076,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,Countries of Latin America and the Caribbean,0.736106391803833,1.0071011850421232,0.5227860763032918,2.672272424532585,,0.736106391803833,0.5042037698147693,0.6974836968604959,0.8967165437537603,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,Countries of Latin America and the Caribbean,0.6929915376052851,1.12185914910447,0.48465403908605875,2.607404661133731,,0.6929915376052851,0.561657180609915,0.6466092082452561,0.8749493032351476,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,Countries of Latin America and the Caribbean,0.6776895876403332,1.0,0.478798375019192,2.586580948788824,,0.6776895876403332,0.5006485716662924,0.6387967771074345,0.8679616296766355,
REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,Countries of Latin America and the Caribbean,0.9839901206940659,0.678921423038185,0.6613470451531848,2.980063703682928,,0.9839901206940659,0.339901040717714,0.8823471069141482,1.0,
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,Countries of Latin America and the Caribbean,0.6501315855735209,1.2748279305188637,0.44749917463366123,2.5472135664737916,,0.6501315855735209,0.6382407825345645,0.5970384308483951,0.8547513810949088,
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,Countries of Latin America and the Caribbean,0.6216940219501276,1.315161370302167,0.4894805564669752,2.5637584580972708,,0.6216940219501276,0.6584336615524637,0.6530485862975707,0.8603032394672758,
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,Countries of Latin America and the Caribbean,0.5911941969621656,1.305452619127264,0.4385545976469112,2.503580614280578,,0.5911941969621656,0.653572989144085,0.5851048754107933,0.8401097638236774,
REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,Countries of Latin America and the Caribbean,0.5812135467495958,1.3212941133770162,0.43433168772370884,2.484169886254268,,0.5812135467495958,0.6615040106132833,0.5794708102391047,0.8335962359409274,
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,Countries of Latin America and the Caribbean,0.8285551500655136,0.7352221099834084,0.531563867609568,2.737748987292873,,0.8285551500655136,0.36808789922067114,0.7091947324218554,0.9186880749929645,
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,Countries of Latin America and the Caribbean,0.7157130638535191,0.6702271268693002,0.5426299975475761,2.573735036535942,,0.7157130638535191,0.33554825375911806,0.7239587928453445,0.8636510130153183,
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,Countries of Latin America and the Caribbean,0.7254912341570694,0.7334902370225298,0.5367495818517054,2.63751330715796,,0.7254912341570694,0.36722083949649975,0.716113338911998,0.8850526597462917,
REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,Countries of Latin America and the Caribbean,0.6965256308401887,0.7400643198197784,0.5287960369194695,2.5974991634495495,,0.6965256308401887,0.3705121446589582,0.7055019852934988,0.8716253817793949,
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,Countries of Latin America and the Caribbean,0.13743928925660853,0.8017546144400066,0.5170334276963123,0.7980602230626677,,0.13743928925660853,0.4013973025462482,0.689808705503596,0.26779971920612994,
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,Countries of Latin America and the Caribbean,0.1716488243245705,0.9626900869195122,0.6513360722992751,1.0228703282106955,,0.1716488243245705,0.4819694169735526,0.86899080177938,0.3432377391619433,
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,Countries of Latin America and the Caribbean,0.5655503070511803,0.962580972383683,0.5753444785079493,2.3004495248803876,,0.5655503070511803,0.4819147889370417,0.7676053591090484,0.7719464258557173,
REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,Countries of Latin America and the Caribbean,0.6529763078257049,0.9998187876112276,0.7495316071994934,2.5131220676329327,,0.6529763078257049,0.5005578479426852,1.0,0.8433115253633932,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,Countries of Latin America and the Caribbean,1.0,0.7530578374375596,0.612646164425734,2.828950514628665,,1.0,0.3770173306952212,0.8173720207941461,0.9492919601458489,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,Countries of Latin America and the Caribbean,0.8977552835729465,0.7611579586339304,0.5999500738884348,2.7153008284080555,,0.8977552835729465,0.38107264480250813,0.8004333214579884,0.9111552967986343,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,Countries of Latin America and the Caribbean,0.8543174511231747,0.7777953849873008,0.5846061695891733,2.665952891787997,,0.8543174511231747,0.38940214854252614,0.7799619975646684,0.894595940514045,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,Countries of Latin America and the Caribbean,0.6579414469525597,0.9578626759807072,0.46921864721651196,2.185495129489043,,0.6579414469525597,0.47955258058219363,0.6260158246957369,0.7333719499982793,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,Countries of Latin America and the Caribbean,0.6803111854979547,0.971071825232746,0.47233918428742666,2.198695890249415,,0.6803111854979547,0.4861657222881538,0.6301791408800591,0.7378016407945054,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,Countries of Latin America and the Caribbean,0.7816164859208038,0.8191304389382782,0.5711791226748604,2.5656348647372083,,0.7816164859208038,0.4100964842628321,0.7620480806793206,0.8609328926648294,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,Countries of Latin America and the Caribbean,0.6774586306483633,0.9578740471185871,0.4750544627879699,2.35067179136541,,0.6774586306483633,0.47955827352613145,0.6338017746348763,0.7887991751519672,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,Countries of Latin America and the Caribbean,0.668211783852287,0.9609803032727154,0.47842263183695466,2.3442420428878084,,0.668211783852287,0.4811134162329254,0.6382954731215477,0.7866415875575626,
REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,Countries of Latin America and the Caribbean,0.7784368098337898,0.8186806741442505,0.5773410316819522,2.566230122172504,,0.7784368098337898,0.40987131016111633,0.7702690935731127,0.861132639212046,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,Countries of Latin America and the Caribbean,0.985389999099448,0.7946285400756722,0.6650293396020241,2.7689744631428344,,0.985389999099448,0.39782964359415646,0.8872599010024426,0.9291661986019903,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,Countries of Latin America and the Caribbean,0.930709172197009,0.8132205924489195,0.6421505135918391,2.6982692712147247,,0.930709172197009,0.4071377280591676,0.8567357365903929,0.9054401313233855,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,Countries of Latin America and the Caribbean,0.6968777399752766,0.9560510359711961,0.7364767316771497,2.3382346620286016,,0.6968777399752766,0.47864558559905845,0.9825826217374325,0.7846257310334949,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,Countries of Latin America and the Caribbean,0.8730099938509029,0.8443409774360153,0.6206601608210325,2.6006201101303947,,0.8730099938509029,0.42271810435266227,0.8280640267326834,0.8726726569356233,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,Countries of Latin America and the Caribbean,0.6199499783643732,0.959139872509848,0.6914789800714912,2.3348654279478605,,0.6199499783643732,0.48019200720024513,0.9225481266295005,0.7834951397388936,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,Countries of Latin America and the Caribbean,0.8262302868522344,0.8614480075899272,0.6047797261127297,2.529730604724985,,0.8262302868522344,0.43128271456467043,0.8068768819134842,0.8488847408189979,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,Countries of Latin America and the Caribbean,0.5751546555063382,0.9607163477104326,0.6530918130701462,2.331934850660603,,0.5751546555063382,0.48098126725768514,0.8713332523898768,0.7825117455639181,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,Countries of Latin America and the Caribbean,0.5780990215413615,0.9627058129612613,0.5229991217633284,2.2048694519759025,,0.5780990215413615,0.4819772901938923,0.6977679349873345,0.7398732615182027,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,Countries of Latin America and the Caribbean,0.740856672042277,0.8773707458305711,0.5902496525886365,2.4552929752697237,,0.740856672042277,0.43925441072186505,0.7874913438193903,0.8239062045000369,
REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,Countries of Latin America and the Caribbean,0.6279142966240759,0.9631100932037687,0.49666322046879974,2.305022001502766,,0.6279142966240759,0.48217969251985654,0.6626314563631326,0.7734807811840037,
REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,Countries of Latin America and the Caribbean,0.31487303361146113,0.9587097047832314,0.37103705863095565,1.9556177053036332,,0.31487303361146113,0.4799766443423376,0.4950252331816627,0.6562335237621841,
REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,Countries of Latin America and the Caribbean,0.25518874678984765,0.9681702495604617,0.36498731404839185,1.868322048751129,,0.25518874678984765,0.48471305257224295,0.4869538663114013,0.6269403054847965,
REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,Countries of Latin America and the Caribbean,0.024842308896107838,0.6648891795227627,0.48340234944232463,1.6454288227759193,,0.024842308896107838,0.3328758180444442,0.6449392457890886,0.5521455198230854,
REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,Countries of Latin America and the Caribbean,0.20168902546501888,0.48032956324936127,0.5659525938001981,0.9197804598238528,,0.20168902546501888,0.24047630976988676,0.7550750206716308,0.3086445630968013,
REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,Countries of Latin America and the Caribbean,0.6427900570373966,0.9577213835440683,0.624181761433893,2.4503106824856684,,0.6427900570373966,0.4794818427256032,0.8327624284799006,0.8222343299096052,
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Countries of Latin America and the Caribbean,0.30900706191929167,0.8935755850662852,0.7269555204383544,2.2967295610556597,,0.30900706191929167,0.4473673403393072,0.9698797401680085,0.7706981425320654,
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,Countries of Latin America and the Caribbean,0.25821643027945057,1.0,0.40990119328479097,1.9570903820917158,,0.25821643027945057,0.5006485716662924,0.5468764617096297,0.6567277000397794,
REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,Countries of Latin America and the Caribbean,0.3645448327454126,1.997409074137039,0.4152833932210345,2.4429708712132827,,0.3645448327454126,1.0,0.5540572128407972,0.8197713586438182,
WITCH 5.0,EN_INDCi2030_500f,Countries of Latin America and the Caribbean,0.03910283775541987,1.3736584926107198,0.27396024207895237,1.6969015725455259,,0.03910283775541987,0.6877201622828291,0.3655085915623513,0.5694178854124498,
WITCH 5.0,EN_NPi2020_400f,Countries of Latin America and the Caribbean,0.04569290798058233,1.3267034790524426,0.2707985668501243,1.7880952154329999,,0.04569290798058233,0.6642122018123062,0.3612903902237298,0.6000191248338661,
WITCH 5.0,EN_NPi2020_450,Countries of Latin America and the Caribbean,0.0,1.3520853243878816,0.30146084507374976,1.872125320640551,,0.0,0.6769195864257486,0.40219897623812106,0.628216543937257,
WITCH 5.0,EN_NPi2020_450f,Countries of Latin America and the Caribbean,0.05412457394468975,1.326853759122846,0.26746728286339994,1.7766394057361479,,0.05412457394468975,0.6642874393149035,0.356845902553395,0.5961749755686359,
WITCH 5.0,EN_NPi2020_500,Countries of Latin America and the Caribbean,0.016269680447559325,1.3520853243878816,0.29537810939253195,1.8314976747418859,,0.016269680447559325,0.6769195864257486,0.3940835937475214,0.6145833971530271,
WITCH 5.0,EN_NPi2020_500f,Countries of Latin America and the Caribbean,0.06529905211284671,1.3266266997143525,0.2645474952810485,1.7582198389633492,,0.06529905211284671,0.6641737623463579,0.352950419622047,0.5899940450234147,
IMAGE 3.2,SSP1_SPA1_19I_D,Countries of South Asia; primarily India,0.08190489689688814,1.5512874821256506,0.1579198815677616,0.2510502716661524,,0.08190489689688814,0.7756437410628253,0.21069142388511716,0.09968652576949051,
IMAGE 3.2,SSP1_SPA1_19I_D_LB,Countries of South Asia; primarily India,0.11052138784390353,0.5476372581352849,0.3383206672330931,0.2220219531359237,,0.11052138784390353,0.2738186290676424,0.4513761180761608,0.08816002072329515,
IMAGE 3.2,SSP1_SPA1_19I_LI,Countries of South Asia; primarily India,0.05288303232133729,1.8457437130723768,0.15650759121204397,0.16121925221324168,,0.05288303232133729,0.9228718565361884,0.20880719333079212,0.06401660923779082,
IMAGE 3.2,SSP1_SPA1_19I_LIRE,Countries of South Asia; primarily India,0.09793220879635459,1.8474811474973856,0.12195926485829843,0.26086021456106623,,0.09793220879635459,0.9237405737486928,0.16271397188169287,0.10358183772713499,
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Countries of South Asia; primarily India,0.1435936750050102,0.8454518569265647,0.28679663049597226,0.31249500128011043,,0.1435936750050102,0.42272592846328233,0.3826344716369502,0.12408487268785805,
IMAGE 3.2,SSP1_SPA1_19I_RE,Countries of South Asia; primarily India,0.12340629808039223,1.6782624108864488,0.285006199661783,0.2470016012541209,,0.12340629808039223,0.8391312054432244,0.3802457387042872,0.0980788880454499,
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Countries of South Asia; primarily India,0.1514184899170477,0.5490038209656977,0.5100090349721095,0.24996486246887217,,0.1514184899170477,0.27450191048284883,0.6804369956827808,0.09925553371679517,
IMAGE 3.2,SSP2_SPA1_19I_D_LB,Countries of South Asia; primarily India,0.10379804626188574,0.9513753497296336,0.04507741280694075,1.3379072961272969,,0.10379804626188574,0.4756876748648168,0.06014077641817586,0.5312534787054158,
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Countries of South Asia; primarily India,0.1347039826025936,0.9810883848700609,0.27794981958007864,1.299041407753326,,0.1347039826025936,0.49054419243503045,0.37083135242100634,0.5158206916495301,
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Countries of South Asia; primarily India,0.16116064467336932,0.9491025103155665,0.31017413435004426,1.3609600236310293,,0.16116064467336932,0.47455125515778324,0.4138239553485422,0.5404072083513005,
